index,13-14-9_v,13-14-8_v,13-14-5_v,13-14-4_v,13-14-10_v,13-14-7_v,13-14-11_v,13-14-6_v,13-14-12_v,13-14-1_v,13-14-0_v,13-14-3_v,13-14-2_v,13-14-13_v,csvTime
0,100.0,0.0,0.0,0.0,6011,0.0,8,0.0,0.0,697.3,697.6,0.0,697.1,0.0,2024-05-17 00:00:23
1,100.0,0.0,0.0,0.0,6010,0.0,9,0.0,0.0,697.5,697.7,0.0,697.2,0.0,2024-05-17 00:01:23
2,100.0,0.0,0.0,0.0,6009,0.0,5,0.0,0.0,697.3,697.5,0.0,697.1,0.0,2024-05-17 00:02:23
3,100.0,0.0,0.0,0.0,6010,0.0,7,0.0,0.0,697.4,697.6,0.0,697.2,0.0,2024-05-17 00:03:24
4,100.0,0.0,0.0,0.0,6010,0.0,0,0.0,0.0,697.3,697.5,0.0,697.2,0.0,2024-05-17 00:04:24
5,100.0,0.0,0.0,0.0,6009,0.0,7,0.0,0.0,697.3,697.5,0.0,697.1,0.0,2024-05-17 00:05:25
6,100.0,0.0,0.0,0.0,6008,0.0,0,0.0,0.0,697.2,697.3,0.0,697.0,0.0,2024-05-17 00:06:25
7,100.0,0.0,0.0,0.0,6008,0.0,2,0.0,0.0,697.2,697.4,0.0,697.0,0.0,2024-05-17 00:07:25
8,100.0,0.0,0.0,0.0,6009,0.0,6,0.0,0.0,697.3,697.5,0.0,697.1,0.0,2024-05-17 00:08:25
9,100.0,0.0,0.0,0.0,6008,0.0,0,0.0,0.0,697.2,697.4,0.0,697.0,0.0,2024-05-17 00:09:25
10,100.0,0.0,0.0,0.0,6007,0.0,2,0.0,0.0,697.2,697.3,0.0,697.0,0.0,2024-05-17 00:10:26
11,100.0,0.0,0.0,0.0,6008,0.0,0,0.0,0.0,697.3,697.6,0.0,697.1,0.0,2024-05-17 00:11:26
12,100.0,0.0,0.0,0.0,6006,0.0,3,0.0,0.0,697.2,697.4,0.0,697.0,0.0,2024-05-17 00:12:26
13,100.0,0.0,0.0,0.0,6008,0.0,3,0.0,0.0,697.3,697.3,0.0,697.2,0.0,2024-05-17 00:13:27
14,100.0,0.0,0.0,0.0,6007,0.0,6,0.0,0.0,697.2,697.4,0.0,697.1,0.0,2024-05-17 00:14:27
15,100.0,0.0,0.0,0.0,6006,0.0,2,0.0,0.0,697.1,697.3,0.0,697.0,0.0,2024-05-17 00:15:27
16,100.0,0.0,0.0,0.0,6008,0.0,6,0.0,0.0,697.2,697.4,0.0,697.1,0.0,2024-05-17 00:16:28
17,100.0,0.0,0.0,0.0,6007,0.0,0,0.0,0.0,697.3,697.4,0.0,697.3,0.0,2024-05-17 00:17:28
18,100.0,0.0,0.0,0.0,6007,0.0,3,0.0,0.0,697.3,697.4,0.0,697.2,0.0,2024-05-17 00:18:28
19,100.0,0.0,0.0,0.0,6006,0.0,6,0.0,0.0,697.3,697.5,0.0,697.1,0.0,2024-05-17 00:19:29
20,100.0,0.0,0.0,0.0,6005,0.0,7,0.0,0.0,697.3,697.5,0.0,697.2,0.0,2024-05-17 00:20:29
21,100.0,0.0,0.0,0.0,6006,0.0,2,0.0,0.0,697.3,697.4,0.0,697.2,0.0,2024-05-17 00:21:29
22,100.0,0.0,0.0,0.0,6005,0.0,2,0.0,0.0,697.2,697.3,0.0,697.1,0.0,2024-05-17 00:22:29
23,100.0,0.0,0.0,0.0,6006,0.0,3,0.0,0.0,697.3,697.4,0.0,697.1,0.0,2024-05-17 00:23:29
24,100.0,0.0,0.0,0.0,6005,0.0,8,0.0,0.0,697.3,697.4,0.0,697.2,0.0,2024-05-17 00:24:29
25,100.0,0.0,0.0,0.0,6006,0.0,4,0.0,0.0,697.2,697.3,0.0,697.0,0.0,2024-05-17 00:25:30
26,100.0,0.0,0.0,0.0,6007,0.0,7,0.0,0.0,697.2,697.4,0.0,697.0,0.0,2024-05-17 00:26:30
27,100.0,0.0,0.0,0.0,6006,0.0,3,0.0,0.0,697.2,697.4,0.0,697.0,0.0,2024-05-17 00:27:30
28,100.0,0.0,0.0,0.0,6006,0.0,3,0.0,0.0,697.3,697.4,0.0,697.2,0.0,2024-05-17 00:28:30
29,100.0,0.0,0.0,0.0,6006,0.0,3,0.0,0.0,697.2,697.3,0.0,697.1,0.0,2024-05-17 00:29:30
30,100.0,0.0,0.0,0.0,6008,0.0,5,0.0,0.0,697.4,697.5,0.0,697.4,0.0,2024-05-17 00:30:31
31,100.0,0.0,0.0,0.0,6008,0.0,3,0.0,0.0,697.4,697.5,0.0,697.3,0.0,2024-05-17 00:31:31
32,100.0,0.0,0.0,0.0,6008,0.0,0,0.0,0.0,697.8,697.9,0.0,697.7,0.0,2024-05-17 00:32:31
33,100.0,0.0,0.0,0.0,6011,0.0,0,0.0,0.0,697.4,697.6,0.0,697.3,0.0,2024-05-17 00:33:31
34,100.0,0.0,0.0,0.0,6010,0.0,2,0.0,0.0,697.6,697.7,0.0,697.5,0.0,2024-05-17 00:34:31
35,100.0,0.0,0.0,0.0,6010,0.0,6,0.0,0.0,697.3,697.5,0.0,697.2,0.0,2024-05-17 00:35:32
36,100.0,0.0,0.0,0.0,6010,0.0,0,0.0,0.0,697.8,697.8,0.0,697.7,0.0,2024-05-17 00:36:32
37,100.0,0.0,0.0,0.0,6010,0.0,8,0.0,0.0,697.4,697.6,0.0,697.2,0.0,2024-05-17 00:37:32
