,13-2-11_v,13-2-10_v,13-2-13_v,13-2-12_v,13-2-6_v,13-2-5_v,13-2-4_v,13-2-3_v,13-2-2_v,13-2-1_v,13-2-0_v,13-2-9_v,13-2-8_v,csvTime,13-2-7_v
0,11,6002,0.0,0,2,0,0,0,6959,6953,6948,100,2,2024-08-15 00:00:43,1
1,10,6002,0.0,0,2,0,0,0,6959,6954,6949,100,2,2024-08-15 00:01:43,1
2,7,6005,0.0,0,2,0,0,0,6958,6953,6948,100,2,2024-08-15 00:02:43,1
3,12,6000,0.0,0,2,0,0,0,6957,6953,6948,100,2,2024-08-15 00:03:43,1
4,11,5999,0.0,0,2,0,0,0,6955,6950,6945,100,2,2024-08-15 00:04:43,1
5,12,5998,0.0,0,2,0,0,0,6956,6951,6947,100,2,2024-08-15 00:05:43,1
6,6,5998,0.0,0,2,0,0,0,6956,6952,6947,100,2,2024-08-15 00:06:43,1
7,11,5999,0.0,0,2,0,0,0,6955,6950,6945,100,2,2024-08-15 00:07:43,1
8,11,5998,0.0,0,2,0,0,0,6955,6950,6946,100,2,2024-08-15 00:08:44,1
9,9,6000,0.0,0,2,0,0,0,6955,6951,6946,100,2,2024-08-15 00:09:43,1
10,12,5998,0.0,0,2,0,0,0,6957,6952,6947,100,2,2024-08-15 00:10:44,1
11,13,5999,0.0,0,2,0,0,0,6956,6951,6946,100,2,2024-08-15 00:11:44,1
12,10,5996,0.0,0,1,0,0,0,6932,6927,6922,100,2,2024-08-15 00:12:43,1
13,3,5997,0.0,0,2,0,0,0,6956,6951,6946,100,2,2024-08-15 00:13:43,1
14,12,5998,0.0,0,2,0,0,0,6955,6950,6945,100,2,2024-08-15 00:14:43,1
15,11,5999,0.0,0,2,0,0,0,6957,6952,6948,100,2,2024-08-15 00:15:45,1
16,6,5998,0.0,0,2,0,0,0,6956,6951,6947,100,2,2024-08-15 00:16:45,1
17,5,5998,0.0,0,2,0,0,0,6957,6952,6947,100,2,2024-08-15 00:17:45,1
18,7,5999,0.0,0,2,0,0,0,6956,6951,6947,100,2,2024-08-15 00:18:46,1
19,4,5998,0.0,0,2,0,0,0,6955,6950,6946,100,2,2024-08-15 00:19:45,1
20,5,5998,0.0,0,2,0,0,0,6956,6951,6947,100,2,2024-08-15 00:20:45,1
21,5,5998,0.0,0,2,0,0,0,6956,6952,6947,100,2,2024-08-15 00:21:47,1
22,2,5999,0.0,0,2,0,0,0,6956,6952,6947,100,2,2024-08-15 00:22:47,1
23,5,5999,0.0,0,2,0,0,0,6956,6952,6947,100,2,2024-08-15 00:23:49,1
24,8,5999,0.0,0,2,0,0,0,6957,6952,6947,100,2,2024-08-15 00:24:49,1
