,13-3-3_v,13-3-2_v,13-3-5_v,13-3-4_v,13-3-1_v,13-3-0_v,13-3-7_v,13-3-6_v,13-3-9_v,13-3-8_v,13-3-12_v,13-3-11_v,13-3-13_v,13-3-10_v,csvTime
0,9,6954,6,8,6947,6940,3,8,93,8,1867,13,0,5998,2024-05-16 16:00:31
1,9,6956,7,9,6949,6942,3,9,92,9,1512,8,0,5998,2024-05-16 16:01:31
2,9,6957,6,8,6950,6943,3,8,93,9,1706,12,0,5993,2024-05-16 16:02:31
3,11,6956,10,11,6949,6942,3,10,94,11,623,15,0,6001,2024-05-16 16:03:32
4,9,6953,6,8,6946,6939,3,8,93,9,1668,17,0,5985,2024-05-16 16:04:33
5,9,6952,6,8,6946,6939,3,8,93,9,1834,8,0,6001,2024-05-16 16:05:34
6,10,6951,9,9,6944,6937,3,9,93,9,759,16,0,5994,2024-05-16 16:06:35
7,9,6953,8,9,6947,6940,3,8,93,9,834,9,0,5998,2024-05-16 16:07:36
8,9,6951,7,8,6943,6936,3,8,93,9,1643,17,0,5939,2024-05-16 16:08:37
9,10,6954,10,10,6948,6941,3,10,93,11,375,15,0,6025,2024-05-16 16:09:38
10,9,6956,7,8,6950,6943,3,8,94,9,1762,15,0,6011,2024-05-16 16:10:38
11,9,6955,8,9,6949,6942,3,8,93,9,631,8,0,6014,2024-05-16 16:11:39
12,10,6954,9,10,6947,6940,3,9,94,10,440,15,0,6005,2024-05-16 16:12:39
13,9,6953,6,8,6946,6939,3,8,93,9,1745,10,0,6000,2024-05-16 16:13:40
14,9,6955,6,8,6947,6940,3,8,94,9,1934,16,0,6006,2024-05-16 16:14:40
15,9,6954,6,8,6947,6940,3,8,93,9,1674,5,0,6002,2024-05-16 16:15:40
16,9,6953,7,8,6946,6939,3,8,94,9,1704,16,0,6006,2024-05-16 16:16:41
17,33,6961,33,33,6954,6948,7,30,97,30,197,14,0,6009,2024-05-16 16:17:42
18,9,6975,8,9,6968,6962,3,7,91,8,1035,5,0,6009,2024-05-16 16:18:42
19,9,6979,6,8,6972,6964,3,8,94,9,1674,14,0,6013,2024-05-16 16:19:43
20,9,6977,6,8,6970,6963,3,8,94,9,1868,6,0,6008,2024-05-16 16:20:43
21,9,6978,6,8,6971,6965,3,8,94,9,1967,7,0,6004,2024-05-16 16:21:43
22,9,6976,6,8,6969,6963,3,8,94,9,1881,10,0,6010,2024-05-16 16:22:44
23,9,6976,6,8,6970,6964,3,8,94,9,1815,6,0,6008,2024-05-16 16:23:44
24,9,6978,6,8,6971,6964,3,8,94,9,1942,13,0,6007,2024-05-16 16:24:44
25,9,6977,6,8,6971,6965,3,8,94,9,1695,6,0,6007,2024-05-16 16:25:44
26,0,6975,0,0,6969,6963,1,2,100,3,0,10,0,6008,2024-05-16 16:26:44
27,0,6978,0,0,6971,6965,1,2,100,2,0,15,0,6007,2024-05-16 16:27:44
28,0,6979,0,0,6972,6966,1,2,100,2,0,14,0,6009,2024-05-16 16:28:44
29,0,6976,0,0,6970,6963,1,2,100,2,0,5,0,6006,2024-05-16 16:29:44
30,0,6978,0,0,6971,6964,1,2,100,2,0,13,0,6011,2024-05-16 16:30:44
31,9,6977,6,8,6971,6965,3,8,93,9,1814,9,0,6002,2024-05-16 16:31:45
32,9,6977,6,8,6970,6963,3,8,93,9,1732,12,0,6002,2024-05-16 16:32:45
33,9,6976,6,8,6970,6963,3,8,94,9,1887,5,0,6004,2024-05-16 16:33:45
34,13,6975,12,12,6968,6962,3,12,95,12,573,11,0,6006,2024-05-16 16:34:46
35,9,6976,6,8,6969,6962,3,8,94,9,1834,9,0,5998,2024-05-16 16:35:46
36,9,6977,7,8,6971,6964,3,8,93,9,1568,8,0,6007,2024-05-16 16:36:46
37,9,6976,6,8,6971,6965,3,8,94,9,1685,5,0,6004,2024-05-16 16:37:46
38,12,6979,11,12,6973,6967,3,11,94,12,328,13,0,6007,2024-05-16 16:38:47
39,9,6975,7,8,6968,6962,3,8,93,9,1815,5,0,6007,2024-05-16 16:39:47
40,9,6977,7,8,6970,6964,3,8,94,9,1701,8,0,6005,2024-05-16 16:40:47
41,10,6977,9,10,6971,6964,3,9,94,10,917,16,0,6008,2024-05-16 16:41:48
42,9,6976,6,8,6970,6964,3,8,94,9,1785,10,0,6010,2024-05-16 16:42:48
43,9,6976,6,8,6969,6963,3,8,94,9,1903,14,0,6008,2024-05-16 16:43:48
44,9,6977,6,8,6971,6964,3,8,94,9,1858,10,0,6009,2024-05-16 16:44:48
45,9,6977,6,8,6969,6961,3,8,94,9,1755,17,0,6009,2024-05-16 16:45:48
46,9,6978,6,8,6971,6965,3,8,94,9,1852,6,0,6008,2024-05-16 16:46:48
47,9,6975,6,8,6968,6962,3,8,94,9,1752,9,0,6000,2024-05-16 16:47:49
48,9,6975,6,8,6969,6963,3,8,94,9,1927,8,0,6013,2024-05-16 16:48:49
49,9,6977,6,8,6971,6964,3,8,94,9,1819,7,0,6010,2024-05-16 16:49:49
50,9,6982,6,8,6975,6968,3,8,94,9,1799,13,0,5996,2024-05-16 16:50:49
51,9,6976,6,8,6969,6962,3,8,93,8,2015,17,0,5985,2024-05-16 16:51:49
52,9,6977,6,8,6971,6964,3,8,93,9,1687,14,0,6001,2024-05-16 16:52:50
53,9,6980,6,8,6973,6967,3,8,94,9,1666,13,0,6005,2024-05-16 16:53:50
54,9,6977,6,8,6970,6964,3,8,94,9,1844,15,0,6009,2024-05-16 16:54:50
55,9,6977,7,8,6971,6965,3,8,94,9,1523,5,0,6011,2024-05-16 16:55:51
56,9,6979,6,8,6973,6966,3,8,94,9,1887,12,0,6012,2024-05-16 16:56:51
57,9,6978,6,8,6972,6966,3,8,94,9,1732,7,0,6013,2024-05-16 16:57:51
58,9,6978,7,8,6971,6965,3,8,94,9,1370,9,0,6011,2024-05-16 16:58:52
59,11,6976,10,10,6970,6964,3,7,96,8,1077,6,0,5998,2024-05-16 17:00:52
60,40,6978,39,39,6972,6966,8,35,97,36,143,12,0,6008,2024-05-16 17:01:52
61,9,6977,6,8,6971,6965,3,8,94,9,1713,4,0,6009,2024-05-16 17:02:52
62,9,6976,6,8,6970,6964,3,8,94,9,1863,5,0,6012,2024-05-16 17:03:53
63,9,6980,6,8,6973,6965,3,8,94,9,1842,13,0,6010,2024-05-16 17:04:53
64,9,6977,6,8,6971,6965,3,8,94,9,1720,7,0,5999,2024-05-16 17:05:53
65,9,6977,6,8,6971,6965,3,8,94,9,1773,9,0,6006,2024-05-16 17:06:53
66,9,6978,6,8,6971,6965,3,8,94,9,1749,15,0,6006,2024-05-16 17:07:53
67,9,6977,6,8,6970,6963,3,8,93,9,1649,6,0,5988,2024-05-16 17:08:54
68,13,6972,12,13,6966,6959,3,12,95,12,223,16,0,6022,2024-05-16 17:09:54
69,9,6978,6,8,6972,6965,3,8,94,9,1535,7,0,6009,2024-05-16 17:10:55
70,9,6977,6,8,6970,6964,3,8,94,9,1826,8,0,6009,2024-05-16 17:11:55
71,9,6977,6,8,6971,6965,3,8,94,9,1713,15,0,6007,2024-05-16 17:12:55
72,9,6977,6,8,6971,6964,3,8,94,9,1816,13,0,6007,2024-05-16 17:13:55
73,9,6977,7,8,6971,6965,3,9,94,9,1358,8,0,6007,2024-05-16 17:14:55
74,9,6977,6,8,6971,6965,3,8,94,9,1937,6,0,6007,2024-05-16 17:15:55
75,9,6978,6,8,6971,6964,3,8,94,9,1807,10,0,6008,2024-05-16 17:16:56
76,9,6977,6,8,6970,6964,3,8,94,9,1847,15,0,6009,2024-05-16 17:17:56
77,9,6978,6,8,6972,6966,3,8,94,9,1892,6,0,6008,2024-05-16 17:18:56
78,9,6978,6,8,6972,6965,3,8,94,9,1998,8,0,6007,2024-05-16 17:19:56
79,9,6977,6,8,6971,6965,3,8,94,9,1755,5,0,6007,2024-05-16 17:20:56
80,9,6977,7,8,6971,6964,3,8,93,9,1227,10,0,6012,2024-05-16 17:21:57
81,9,6974,6,8,6967,6960,3,8,94,9,1901,10,0,6020,2024-05-16 17:22:57
82,9,6977,7,8,6969,6962,3,8,94,9,1448,11,0,6011,2024-05-16 17:23:57
83,9,6977,6,8,6971,6965,3,8,94,9,1923,6,0,6011,2024-05-16 17:24:57
84,9,6975,8,9,6968,6962,3,9,93,9,728,6,0,6015,2024-05-16 17:25:58
85,9,6977,6,8,6970,6963,3,8,94,9,1794,12,0,6009,2024-05-16 17:26:58
86,9,6977,6,8,6970,6962,3,8,94,9,1913,15,0,6003,2024-05-16 17:27:58
87,9,6977,6,8,6969,6962,3,8,93,9,1757,16,0,6022,2024-05-16 17:28:58
88,9,6977,6,8,6970,6963,3,8,94,9,1720,9,0,6001,2024-05-16 17:29:59
89,12,6976,11,12,6970,6963,3,10,94,11,568,10,0,6002,2024-05-16 17:30:59
90,11,6978,10,10,6971,6964,3,10,94,11,581,14,0,6008,2024-05-16 17:31:59
