,1-15-10_v,1-15-12_v,1-15-11_v,1-15-13_v,1-15-9_v,1-15-8_v,1-15-7_v,1-15-6_v,1-15-5_v,1-15-4_v,1-15-3_v,1-15-2_v,1-15-1_v,1-15-0_v,csvTime
0,5998,0,4,0,100,0,0,0,0,0,0,6952,6947,6942,2024-05-16 16:00:01
1,5998,0,9,0,100,0,0,0,0,0,0,6952,6947,6942,2024-05-16 16:01:01
2,5993,0,11,0,100,0,0,0,0,0,0,6950,6945,6940,2024-05-16 16:02:01
3,5987,0,0,0,100,0,0,0,0,0,0,6950,6946,6941,2024-05-16 16:03:02
4,5996,0,12,0,100,0,0,0,0,0,0,6946,6942,6937,2024-05-16 16:04:03
5,5994,0,10,0,100,0,0,0,0,0,0,6949,6944,6939,2024-05-16 16:05:04
6,5986,0,5,0,100,0,0,0,0,0,0,6954,6949,6943,2024-05-16 16:06:05
7,6002,0,10,0,100,0,0,0,0,0,0,6953,6947,6942,2024-05-16 16:07:05
8,6013,0,4,0,100,0,0,0,0,0,0,6959,6953,6948,2024-05-16 16:08:06
9,6006,0,5,0,100,0,0,0,0,0,0,6953,6948,6943,2024-05-16 16:09:07
10,6014,0,3,0,100,0,0,0,0,0,0,6951,6947,6942,2024-05-16 16:10:08
11,6017,0,9,0,100,0,0,0,0,0,0,6949,6944,6940,2024-05-16 16:11:08
12,6014,0,3,0,100,0,0,0,0,0,0,6950,6946,6941,2024-05-16 16:12:09
13,6005,0,3,0,100,0,0,0,0,0,0,6951,6947,6942,2024-05-16 16:13:09
14,6006,0,5,0,100,0,0,0,0,0,0,6949,6945,6940,2024-05-16 16:14:10
15,5999,0,7,0,100,0,0,0,0,0,0,6951,6946,6941,2024-05-16 16:15:10
16,6020,0,11,0,100,0,0,0,0,0,0,6949,6944,6939,2024-05-16 16:16:10
17,6008,0,13,0,100,0,0,0,0,0,0,6950,6944,6939,2024-05-16 16:17:11
18,6006,0,3,0,100,0,0,0,0,0,0,6972,6967,6962,2024-05-16 16:18:12
19,6012,0,2,0,100,0,0,0,0,0,0,6973,6968,6964,2024-05-16 16:19:12
20,6013,0,12,0,100,0,0,0,0,0,0,6977,6972,6967,2024-05-16 16:20:13
21,6000,0,11,0,100,0,0,0,0,0,0,6975,6969,6964,2024-05-16 16:21:13
22,5987,0,12,0,100,0,0,0,0,0,0,6980,6974,6969,2024-05-16 16:22:13
23,6006,0,11,0,100,0,0,0,0,0,0,6976,6971,6966,2024-05-16 16:23:14
24,6007,0,12,0,100,0,0,0,0,0,0,6976,6971,6966,2024-05-16 16:24:14
25,6006,0,13,0,100,0,0,0,0,0,0,6976,6971,6966,2024-05-16 16:25:14
26,6012,0,0,0,100,0,0,0,0,0,0,6976,6972,6967,2024-05-16 16:26:14
27,6008,0,4,0,100,0,0,0,0,0,0,6974,6969,6964,2024-05-16 16:27:14
28,6008,0,0,0,100,0,0,0,0,0,0,6974,6970,6965,2024-05-16 16:28:14
29,6007,0,12,0,100,0,0,0,0,0,0,6977,6972,6967,2024-05-16 16:29:14
30,6004,0,12,0,100,0,0,0,0,0,0,6975,6970,6965,2024-05-16 16:30:14
31,6007,0,8,0,100,0,0,0,0,0,0,6978,6973,6968,2024-05-16 16:31:14
32,6010,0,13,0,100,0,0,0,0,0,0,6977,6971,6965,2024-05-16 16:32:15
33,5999,0,11,0,100,0,0,0,0,0,0,6976,6970,6965,2024-05-16 16:33:15
34,6015,0,7,0,100,0,0,0,0,0,0,6983,6978,6973,2024-05-16 16:34:15
35,6005,0,9,0,100,0,0,0,0,0,0,6976,6970,6964,2024-05-16 16:35:16
36,6006,0,13,0,100,0,0,0,0,0,0,6976,6970,6965,2024-05-16 16:36:16
37,6005,0,13,0,100,0,0,0,0,0,0,6976,6971,6966,2024-05-16 16:37:16
38,6008,0,3,0,100,0,0,0,0,0,0,6976,6971,6967,2024-05-16 16:38:17
39,6008,0,4,0,100,0,0,0,0,0,0,6977,6973,6968,2024-05-16 16:39:17
40,6007,0,10,0,100,0,0,0,0,0,0,6975,6970,6965,2024-05-16 16:40:17
41,6007,0,8,0,100,0,0,0,0,0,0,6977,6972,6967,2024-05-16 16:41:18
42,6009,0,7,0,100,0,0,0,0,0,0,6979,6973,6968,2024-05-16 16:42:18
43,6009,0,13,0,100,0,0,0,0,0,0,6977,6971,6966,2024-05-16 16:43:18
44,6009,0,14,0,100,0,0,0,0,0,0,6977,6971,6965,2024-05-16 16:44:18
45,6009,0,7,0,100,0,0,0,0,0,0,6975,6970,6965,2024-05-16 16:45:18
46,6008,0,12,0,100,0,0,0,0,0,0,6975,6970,6966,2024-05-16 16:46:18
47,6008,0,12,0,100,0,0,0,0,0,0,6975,6970,6965,2024-05-16 16:47:18
48,6009,0,12,0,100,0,0,0,0,0,0,6977,6972,6966,2024-05-16 16:48:19
49,6002,0,3,0,100,0,0,0,0,0,0,6978,6973,6968,2024-05-16 16:49:19
50,6011,0,0,0,100,0,0,0,0,0,0,6975,6970,6966,2024-05-16 16:50:19
51,5991,0,13,0,100,0,0,0,0,0,0,6971,6966,6961,2024-05-16 16:51:19
52,6006,0,11,0,100,0,0,0,0,0,0,6976,6971,6966,2024-05-16 16:52:19
53,5996,0,12,0,100,0,0,0,0,0,0,6976,6971,6966,2024-05-16 16:53:20
54,6009,0,9,0,100,0,0,0,0,0,0,6974,6970,6966,2024-05-16 16:54:20
55,6009,0,10,0,100,0,0,0,0,0,0,6977,6973,6968,2024-05-16 16:55:21
56,6012,0,3,0,100,0,0,0,0,0,0,6977,6973,6969,2024-05-16 16:56:21
57,6011,0,6,0,100,0,0,0,0,0,0,6975,6971,6967,2024-05-16 16:57:21
58,6011,0,2,0,100,0,0,0,0,0,0,6978,6973,6969,2024-05-16 16:58:21
59,6010,0,12,0,100,0,0,0,0,0,0,6977,6972,6967,2024-05-16 17:00:22
60,6004,0,0,0,100,0,0,0,0,0,0,6973,6969,6964,2024-05-16 17:01:22
61,6009,0,11,0,100,0,0,0,0,0,0,6977,6972,6967,2024-05-16 17:02:22
62,6009,0,8,0,100,0,0,0,0,0,0,6975,6971,6967,2024-05-16 17:03:22
63,6010,0,8,0,100,0,0,0,0,0,0,6977,6972,6967,2024-05-16 17:04:23
64,5999,0,13,0,100,0,0,0,0,0,0,6976,6971,6965,2024-05-16 17:05:23
65,6011,0,5,0,100,0,0,0,0,0,0,6973,6968,6963,2024-05-16 17:06:23
66,6008,0,11,0,100,0,0,0,0,0,0,6977,6971,6966,2024-05-16 17:07:23
67,5991,0,11,0,100,0,0,0,0,0,0,6975,6970,6965,2024-05-16 17:08:24
68,5996,0,12,0,100,0,0,0,0,0,0,6973,6968,6962,2024-05-16 17:09:24
69,6009,0,3,0,100,0,0,0,0,0,0,6977,6973,6968,2024-05-16 17:10:25
70,6009,0,12,0,100,0,0,0,0,0,0,6978,6973,6968,2024-05-16 17:11:24
71,6007,0,7,0,100,0,0,0,0,0,0,6977,6973,6968,2024-05-16 17:12:25
72,6006,0,11,0,100,0,0,0,0,0,0,6977,6971,6966,2024-05-16 17:13:25
73,6007,0,13,0,100,0,0,0,0,0,0,6979,6974,6968,2024-05-16 17:14:25
74,6006,0,4,0,100,0,0,0,0,0,0,6977,6972,6967,2024-05-16 17:15:25
75,6009,0,13,0,100,0,0,0,0,0,0,6977,6972,6967,2024-05-16 17:16:25
76,6007,0,12,0,100,0,0,0,0,0,0,6977,6972,6967,2024-05-16 17:17:26
