,PLC_point0_value,PLC_point1_value,PLC_point7_value,PLC_point5_value,PLC_point8_value,PLC_point4_value,PLC_point3_value,PLC_point2_value,PLC_point6_value,csvTime
0,error,error,error,error,error,error,error,error,error,2024-05-16 16:00:54
1,error,error,error,error,error,error,error,error,error,2024-05-16 16:01:54
2,error,error,error,error,error,error,error,error,error,2024-05-16 16:02:54
3,error,error,error,error,error,error,error,error,error,2024-05-16 16:03:54
4,error,error,error,error,error,error,error,error,error,2024-05-16 16:04:54
5,error,error,error,error,error,error,error,error,error,2024-05-16 16:05:54
6,error,error,error,error,error,error,error,error,error,2024-05-16 16:06:54
7,error,error,error,error,error,error,error,error,error,2024-05-16 16:07:54
8,error,error,error,error,error,error,error,error,error,2024-05-16 16:08:54
9,error,error,error,error,error,error,error,error,error,2024-05-16 16:09:54
10,error,error,error,error,error,error,error,error,error,2024-05-16 16:10:54
11,error,error,error,error,error,error,error,error,error,2024-05-16 16:11:54
12,error,error,error,error,error,error,error,error,error,2024-05-16 16:12:54
13,error,error,error,error,error,error,error,error,error,2024-05-16 16:13:54
14,error,error,error,error,error,error,error,error,error,2024-05-16 16:14:54
15,error,error,error,error,error,error,error,error,error,2024-05-16 16:15:54
16,error,error,error,error,error,error,error,error,error,2024-05-16 16:16:54
17,error,error,error,error,error,error,error,error,error,2024-05-16 16:17:54
18,error,error,error,error,error,error,error,error,error,2024-05-16 16:18:54
19,error,error,error,error,error,error,error,error,error,2024-05-16 16:19:54
20,error,error,error,error,error,error,error,error,error,2024-05-16 16:20:54
21,error,error,error,error,error,error,error,error,error,2024-05-16 16:21:54
22,error,error,error,error,error,error,error,error,error,2024-05-16 16:22:54
23,error,error,error,error,error,error,error,error,error,2024-05-16 16:23:54
24,error,error,error,error,error,error,error,error,error,2024-05-16 16:24:54
25,error,error,error,error,error,error,error,error,error,2024-05-16 16:25:54
26,error,error,error,error,error,error,error,error,error,2024-05-16 16:26:54
27,error,error,error,error,error,error,error,error,error,2024-05-16 16:27:54
28,error,error,error,error,error,error,error,error,error,2024-05-16 16:28:54
29,error,error,error,error,error,error,error,error,error,2024-05-16 16:29:54
30,error,error,error,error,error,error,error,error,error,2024-05-16 16:30:54
31,error,error,error,error,error,error,error,error,error,2024-05-16 16:31:54
32,error,error,error,error,error,error,error,error,error,2024-05-16 16:32:54
33,error,error,error,error,error,error,error,error,error,2024-05-16 16:33:54
34,error,error,error,error,error,error,error,error,error,2024-05-16 16:34:54
35,error,error,error,error,error,error,error,error,error,2024-05-16 16:35:54
36,error,error,error,error,error,error,error,error,error,2024-05-16 16:36:54
37,error,error,error,error,error,error,error,error,error,2024-05-16 16:37:54
38,error,error,error,error,error,error,error,error,error,2024-05-16 16:38:54
39,error,error,error,error,error,error,error,error,error,2024-05-16 16:39:54
