,csvTime,P3_32,P3_15
0,2024-05-16 16:01:00,508,27.2
1,2024-05-16 16:01:59,501,32.5
2,2024-05-16 16:02:59,488,32.9
3,2024-05-16 16:04:00,463,13.2
4,2024-05-16 16:04:59,529,115.4
5,2024-05-16 16:05:59,548,149.6
6,2024-05-16 16:06:59,455,19.3
7,2024-05-16 16:07:59,473,49.4
8,2024-05-16 16:08:59,529,115.3
9,2024-05-16 16:10:00,518,45.2
10,2024-05-16 16:10:59,522,45.7
11,2024-05-16 16:11:59,553,73.9
12,2024-05-16 16:12:59,551,81.6
13,2024-05-16 16:13:59,464,-0.5
14,2024-05-16 16:14:59,475,25.3
15,2024-05-16 16:15:59,527,79.3
16,2024-05-16 16:17:00,469,12.2
17,2024-05-16 16:17:59,524,25.0
18,2024-05-16 16:18:59,1076,115.5
19,2024-05-16 16:20:00,1133,131.4
20,2024-05-16 16:20:59,1051,-0.6
21,2024-05-16 16:21:59,1147,159.6
22,2024-05-16 16:22:59,1020,-0.8
23,2024-05-16 16:23:59,1014,-0.7
24,2024-05-16 16:24:59,1017,-0.5
25,2024-05-16 16:25:59,1062,-0.7
26,2024-05-16 16:26:59,1060,29.1
27,2024-05-16 16:27:59,1053,28.3
28,2024-05-16 16:28:59,1051,39.0
29,2024-05-16 16:29:59,1065,62.5
30,2024-05-16 16:30:59,1080,97.0
31,2024-05-16 16:31:59,1044,73.3
32,2024-05-16 16:32:59,1007,61.4
33,2024-05-16 16:33:59,1009,53.1
34,2024-05-16 16:35:00,1062,54.7
35,2024-05-16 16:35:59,1041,42.0
36,2024-05-16 16:36:59,1053,54.1
37,2024-05-16 16:37:59,1039,16.1
38,2024-05-16 16:39:00,1033,32.6
39,2024-05-16 16:39:59,1026,7.2
40,2024-05-16 16:40:59,1046,7.5
41,2024-05-16 16:41:59,1058,5.3
42,2024-05-16 16:42:59,1060,6.9
43,2024-05-16 16:43:59,1058,0.0
44,2024-05-16 16:45:00,1058,1.0
45,2024-05-16 16:46:00,1051,1.0
46,2024-05-16 16:46:59,1057,7.3
47,2024-05-16 16:47:59,978,-0.6
48,2024-05-16 16:48:59,1016,-0.6
49,2024-05-16 16:49:59,1055,-0.5
50,2024-05-16 16:50:59,923,-0.8
51,2024-05-16 16:51:59,1076,107.4
52,2024-05-16 16:52:59,1093,181.3
53,2024-05-16 16:53:59,1050,26.6
54,2024-05-16 16:55:00,1041,13.4
55,2024-05-16 16:56:00,1064,3.6
56,2024-05-16 16:56:59,1062,9.7
57,2024-05-16 16:57:59,1061,-0.3
58,2024-05-16 16:58:59,1068,3.8
59,2024-05-16 17:00:59,948,57.5
60,2024-05-16 17:01:59,1051,29.4
61,2024-05-16 17:02:59,1055,34.5
62,2024-05-16 17:03:59,1079,33.6
63,2024-05-16 17:04:59,1064,33.3
64,2024-05-16 17:05:59,1235,325.6
65,2024-05-16 17:06:59,1019,-0.6
66,2024-05-16 17:07:59,1052,-0.7
67,2024-05-16 17:08:59,1108,195.2
68,2024-05-16 17:09:59,1034,15.2
69,2024-05-16 17:10:59,1044,17.2
70,2024-05-16 17:11:59,1047,19.1
71,2024-05-16 17:12:59,1030,19.8
72,2024-05-16 17:14:00,1037,19.4
73,2024-05-16 17:14:59,1041,23.3
74,2024-05-16 17:15:59,1033,13.6
75,2024-05-16 17:16:59,1058,29.3
76,2024-05-16 17:17:59,1050,36.6
77,2024-05-16 17:18:59,1042,27.7
78,2024-05-16 17:19:59,1065,32.8
79,2024-05-16 17:20:59,1042,27.5
80,2024-05-16 17:21:59,1059,-0.7
81,2024-05-16 17:22:59,1058,-0.8
82,2024-05-16 17:23:59,1062,9.4
83,2024-05-16 17:25:00,1059,6.7
84,2024-05-16 17:26:00,1066,-0.8
85,2024-05-16 17:26:59,1026,-0.6
86,2024-05-16 17:27:59,989,-0.7
87,2024-05-16 17:29:00,1021,11.1
88,2024-05-16 17:29:59,1058,103.7
89,2024-05-16 17:30:59,1068,99.6
90,2024-05-16 17:31:59,1062,11.0
91,2024-05-16 17:32:59,1067,3.0
92,2024-05-16 17:34:00,1062,3.0
93,2024-05-16 17:34:59,1042,26.9
94,2024-05-16 17:35:59,1050,27.2
95,2024-05-16 17:36:59,1060,57.4
96,2024-05-16 17:37:59,1033,43.4
97,2024-05-16 17:38:59,1073,3.0
98,2024-05-16 17:39:59,1086,42.0
99,2024-05-16 17:40:59,1044,-0.7
100,2024-05-16 17:41:59,964,-0.6
101,2024-05-16 17:43:00,986,58.6
102,2024-05-16 17:43:59,1149,249.3
103,2024-05-16 17:44:59,1053,125.6
104,2024-05-16 17:45:59,1087,111.3
105,2024-05-16 17:46:59,1052,-0.6
106,2024-05-16 17:47:59,1168,172.7
107,2024-05-16 17:48:59,1080,152.5
108,2024-05-16 17:49:59,1050,33.0
109,2024-05-16 17:50:59,1035,17.4
110,2024-05-16 17:51:59,1036,9.2
111,2024-05-16 17:52:59,1044,8.8
112,2024-05-16 17:53:59,1034,13.8
113,2024-05-16 17:54:59,1040,5.2
114,2024-05-16 17:56:00,1040,81.4
115,2024-05-16 17:56:59,1042,11.0
116,2024-05-16 17:57:59,1078,9.2
117,2024-05-16 17:58:59,1050,11.0
118,2024-05-16 18:00:59,1045,13.3
119,2024-05-16 18:01:59,1049,17.4
120,2024-05-16 18:02:59,1038,15.2
121,2024-05-16 18:03:59,1043,12.7
122,2024-05-16 18:04:59,1069,-0.6
123,2024-05-16 18:05:59,1065,-0.6
124,2024-05-16 18:07:00,1054,-0.7
125,2024-05-16 18:07:59,999,-0.7
126,2024-05-16 18:08:59,1057,-0.8
127,2024-05-16 18:09:59,979,-0.6
128,2024-05-16 18:10:59,980,-0.7
129,2024-05-16 18:12:00,1035,124.8
130,2024-05-16 18:12:59,1077,151.6
131,2024-05-16 18:13:59,1054,41.3
132,2024-05-16 18:14:59,1045,45.1
133,2024-05-16 18:15:59,1058,-0.7
134,2024-05-16 18:16:59,1158,185.2
135,2024-05-16 18:18:00,1060,-0.7
136,2024-05-16 18:18:59,1057,-0.6
137,2024-05-16 18:19:59,1046,113.4
138,2024-05-16 18:20:59,1057,123.3
139,2024-05-16 18:21:59,1092,169.2
140,2024-05-16 18:22:59,1058,69.5
141,2024-05-16 18:23:59,922,13.2
142,2024-05-16 18:24:59,1101,103.4
143,2024-05-16 18:25:59,1047,31.2
144,2024-05-16 18:26:59,1051,32.8
145,2024-05-16 18:27:59,1049,35.7
146,2024-05-16 18:28:59,1063,36.7
147,2024-05-16 18:29:59,1044,19.1
148,2024-05-16 18:31:00,1069,69.2
149,2024-05-16 18:32:00,1071,67.6
150,2024-05-16 18:32:59,1065,89.6
151,2024-05-16 18:34:00,1078,14.1
152,2024-05-16 18:34:59,922,97.3
153,2024-05-16 18:35:59,1082,-0.7
154,2024-05-16 18:36:59,1069,53.2
155,2024-05-16 18:37:59,1099,67.3
156,2024-05-16 18:38:59,1058,64.9
157,2024-05-16 18:39:59,1070,81.2
158,2024-05-16 18:40:59,1094,201.2
159,2024-05-16 18:41:59,1081,58.6
160,2024-05-16 18:42:59,1046,23.2
161,2024-05-16 18:43:59,1069,49.4
162,2024-05-16 18:44:59,1040,-0.6
163,2024-05-16 18:45:59,1034,-0.7
164,2024-05-16 18:46:59,1056,28.9
165,2024-05-16 18:47:59,1256,369.6
166,2024-05-16 18:48:59,1064,-0.7
167,2024-05-16 18:49:59,1102,237.1
168,2024-05-16 18:51:00,1091,231.4
169,2024-05-16 18:51:59,1047,-0.7
170,2024-05-16 18:52:59,1004,-0.7
171,2024-05-16 18:53:59,1021,-0.7
172,2024-05-16 18:55:00,1058,-0.7
173,2024-05-16 18:55:59,1033,65.8
174,2024-05-16 18:56:59,1071,63.4
