,csvTime,P4_15,P4_16
0,2024-08-15 00:00:53,0,0
1,2024-08-15 00:01:53,0,0
2,2024-08-15 00:02:53,0,0
3,2024-08-15 00:03:53,0,0
4,2024-08-15 00:04:53,0,0
5,2024-08-15 00:05:53,0,0
6,2024-08-15 00:06:53,0,0
7,2024-08-15 00:07:53,0,0
8,2024-08-15 00:08:53,0,0
9,2024-08-15 00:09:53,0,0
10,2024-08-15 00:10:53,0,0
11,2024-08-15 00:11:53,0,0
12,2024-08-15 00:12:53,0,0
13,2024-08-15 00:13:53,0,0
14,2024-08-15 00:14:53,0,0
15,2024-08-15 00:15:53,0,0
16,2024-08-15 00:16:53,0,0
17,2024-08-15 00:17:53,0,0
18,2024-08-15 00:18:53,0,0
19,2024-08-15 00:19:53,0,0
20,2024-08-15 00:20:53,0,0
21,2024-08-15 00:21:53,0,0
22,2024-08-15 00:22:53,0,0
23,2024-08-15 00:23:53,0,0
24,2024-08-15 00:24:53,0,0
25,2024-08-15 00:25:53,0,0
26,2024-08-15 00:26:53,0,0
27,2024-08-15 00:27:53,0,0
28,2024-08-15 00:28:53,0,0
29,2024-08-15 00:29:53,0,0
30,2024-08-15 00:30:53,0,0
31,2024-08-15 00:31:53,0,0
32,2024-08-15 00:32:53,0,0
33,2024-08-15 00:33:53,0,0
34,2024-08-15 00:34:53,0,0
35,2024-08-15 00:35:53,0,0
36,2024-08-15 00:36:53,0,0
37,2024-08-15 00:37:53,0,0
38,2024-08-15 00:38:53,0,0
39,2024-08-15 00:39:53,0,0
40,2024-08-15 00:40:53,0,0
41,2024-08-15 00:41:53,0,0
42,2024-08-15 00:42:53,0,0
43,2024-08-15 00:43:53,0,0
44,2024-08-15 00:44:53,0,0
45,2024-08-15 00:45:53,0,0
46,2024-08-15 00:46:53,0,0
47,2024-08-15 00:47:53,0,0
48,2024-08-15 00:48:53,0,0
49,2024-08-15 00:49:53,0,0
50,2024-08-15 00:50:53,0,0
51,2024-08-15 00:51:53,0,0
52,2024-08-15 00:52:53,0,0
53,2024-08-15 00:53:53,0,0
54,2024-08-15 00:54:53,0,0
55,2024-08-15 00:55:53,0,0
56,2024-08-15 00:56:53,0,0
57,2024-08-15 00:57:53,0,0
58,2024-08-15 00:58:53,0,0
59,2024-08-15 00:59:53,0,0
60,2024-08-15 01:00:53,0,0
61,2024-08-15 01:01:53,0,0
62,2024-08-15 01:02:53,0,0
63,2024-08-15 01:03:53,0,0
64,2024-08-15 01:04:53,0,0
65,2024-08-15 01:05:53,0,0
66,2024-08-15 01:06:53,0,0
67,2024-08-15 01:07:53,0,0
68,2024-08-15 01:08:53,0,0
69,2024-08-15 01:09:53,0,0
70,2024-08-15 01:10:53,0,0
71,2024-08-15 01:11:53,0,0
72,2024-08-15 01:12:53,0,0
73,2024-08-15 01:13:53,0,0
74,2024-08-15 01:14:53,0,0
75,2024-08-15 01:15:53,0,0
76,2024-08-15 01:16:53,0,0
77,2024-08-15 01:17:53,0,0
78,2024-08-15 01:18:53,0,0
79,2024-08-15 01:19:53,0,0
80,2024-08-15 01:20:53,0,0
81,2024-08-15 01:21:53,0,0
82,2024-08-15 01:22:53,0,0
83,2024-08-15 01:23:53,0,0
84,2024-08-15 01:24:53,0,0
85,2024-08-15 01:25:53,0,0
86,2024-08-15 01:26:53,0,0
87,2024-08-15 01:27:53,0,0
88,2024-08-15 01:28:53,0,0
89,2024-08-15 01:29:53,0,0
90,2024-08-15 01:30:53,0,0
91,2024-08-15 01:31:53,0,0
92,2024-08-15 01:32:53,0,0
93,2024-08-15 01:33:53,0,0
94,2024-08-15 01:34:53,0,0
95,2024-08-15 01:35:53,0,0
96,2024-08-15 01:36:53,0,0
97,2024-08-15 01:37:53,0,0
98,2024-08-15 01:38:53,0,0
99,2024-08-15 01:39:53,0,0
100,2024-08-15 01:40:53,0,0
101,2024-08-15 01:41:53,0,0
102,2024-08-15 01:42:53,0,0
103,2024-08-15 01:43:53,0,0
104,2024-08-15 01:44:53,0,0
105,2024-08-15 01:45:53,0,0
106,2024-08-15 01:46:53,0,0
107,2024-08-15 01:47:53,0,0
108,2024-08-15 01:48:53,0,0
109,2024-08-15 01:49:53,0,0
110,2024-08-15 01:50:53,0,0
111,2024-08-15 01:51:53,0,0
112,2024-08-15 01:52:53,0,0
113,2024-08-15 01:53:53,0,0
114,2024-08-15 01:54:53,0,0
115,2024-08-15 01:55:53,0,0
116,2024-08-15 01:56:53,0,0
117,2024-08-15 01:57:53,0,0
118,2024-08-15 01:58:53,0,0
119,2024-08-15 01:59:53,0,0
120,2024-08-15 02:00:53,0,0
121,2024-08-15 02:01:53,0,0
122,2024-08-15 02:02:53,0,0
123,2024-08-15 02:03:53,0,0
124,2024-08-15 02:04:53,0,0
125,2024-08-15 02:05:53,0,0
126,2024-08-15 02:06:53,0,0
127,2024-08-15 02:07:53,0,0
128,2024-08-15 02:08:53,0,0
129,2024-08-15 02:09:53,0,0
130,2024-08-15 02:10:53,0,0
131,2024-08-15 02:11:53,0,0
132,2024-08-15 02:12:53,0,0
133,2024-08-15 02:13:53,0,0
134,2024-08-15 02:14:53,0,0
135,2024-08-15 02:15:53,0,0
136,2024-08-15 02:16:53,0,0
137,2024-08-15 02:17:53,0,0
138,2024-08-15 02:18:53,0,0
139,2024-08-15 02:19:53,0,0
140,2024-08-15 02:20:53,0,0
141,2024-08-15 02:21:53,0,0
142,2024-08-15 02:22:53,0,0
143,2024-08-15 02:23:53,0,0
144,2024-08-15 02:24:53,0,0
145,2024-08-15 02:25:53,0,0
146,2024-08-15 02:26:53,0,0
147,2024-08-15 02:27:53,0,0
148,2024-08-15 02:28:53,0,0
149,2024-08-15 02:29:53,0,0
150,2024-08-15 02:30:53,0,0
151,2024-08-15 02:31:53,0,0
152,2024-08-15 02:32:53,0,0
153,2024-08-15 02:33:53,0,0
154,2024-08-15 02:34:53,0,0
155,2024-08-15 02:35:53,0,0
156,2024-08-15 02:36:53,0,0
157,2024-08-15 02:37:53,0,0
158,2024-08-15 02:38:53,0,0
159,2024-08-15 02:39:53,0,0
160,2024-08-15 02:40:53,0,0
161,2024-08-15 02:41:53,0,0
162,2024-08-15 02:42:53,0,0
163,2024-08-15 02:43:53,0,0
164,2024-08-15 02:44:53,0,0
165,2024-08-15 02:45:53,0,0
