,1-2-1_v,1-2-0_v,1-2-3_v,1-2-2_v,1-2-5_v,1-2-4_v,1-2-13_v,1-2-7_v,1-2-6_v,1-2-9_v,1-2-8_v,1-2-10_v,1-2-12_v,1-2-11_v,csvTime
0,6962,6964,0,6960,0,0,0.0,1,2,100,2,6003,0,0,2024-08-15 00:00:05
1,6965,6967,0,6962,0,0,0.0,1,2,100,2,6002,0,0,2024-08-15 00:01:07
2,6964,6966,0,6962,0,0,0.0,1,2,100,2,6001,0,0,2024-08-15 00:02:07
3,6961,6963,0,6958,0,0,0.0,1,2,100,2,5999,0,0,2024-08-15 00:03:07
4,6961,6964,0,6958,0,0,0.0,1,2,100,2,5999,0,9,2024-08-15 00:04:07
5,6961,6963,0,6958,0,0,0.0,1,2,100,2,6000,0,7,2024-08-15 00:05:07
6,6961,6964,0,6957,0,0,0.0,1,2,100,2,5998,0,8,2024-08-15 00:06:07
7,6960,6963,0,6957,0,0,0.0,1,2,100,2,5998,0,8,2024-08-15 00:07:07
8,6960,6963,0,6957,0,0,0.0,1,2,100,2,5997,0,0,2024-08-15 00:08:08
9,6959,6962,0,6956,0,0,0.0,1,2,100,2,5998,0,8,2024-08-15 00:09:08
10,6960,6962,0,6957,0,0,0.0,1,2,100,2,5999,0,0,2024-08-15 00:10:08
11,6960,6963,0,6957,0,0,0.0,1,2,100,2,5998,0,0,2024-08-15 00:11:08
12,6962,6964,0,6959,0,0,0.0,1,2,100,2,5999,0,3,2024-08-15 00:12:08
13,6962,6964,0,6959,0,0,0.0,1,2,100,2,5999,0,0,2024-08-15 00:13:08
14,6961,6963,0,6959,0,0,0.0,1,2,100,2,5999,0,3,2024-08-15 00:14:07
15,6961,6963,0,6958,0,0,0.0,1,2,100,2,5997,0,0,2024-08-15 00:15:07
16,6961,6963,0,6958,0,0,0.0,1,2,100,2,5999,0,2,2024-08-15 00:16:09
17,6962,6965,0,6960,0,0,0.0,1,2,100,2,5999,0,4,2024-08-15 00:17:09
18,6961,6964,0,6958,0,0,0.0,1,2,100,2,5999,0,0,2024-08-15 00:18:09
19,6962,6964,0,6959,0,0,0.0,1,2,100,2,5998,0,0,2024-08-15 00:19:09
20,6961,6963,0,6958,0,0,0.0,1,2,100,2,5998,0,0,2024-08-15 00:20:09
21,6960,6963,0,6957,0,0,0.0,1,2,100,2,5998,0,9,2024-08-15 00:21:09
22,6961,6964,0,6958,0,0,0.0,1,2,100,2,5999,0,9,2024-08-15 00:22:09
23,6963,6966,0,6960,0,0,0.0,1,2,100,2,5998,0,6,2024-08-15 00:23:09
24,6962,6966,0,6959,0,0,0.0,1,2,100,2,5999,0,6,2024-08-15 00:24:09
25,6962,6964,0,6959,0,0,0.0,1,2,100,2,6000,0,2,2024-08-15 00:25:09
26,6961,6963,0,6958,0,0,0.0,1,2,100,2,5998,0,6,2024-08-15 00:26:11
27,6959,6962,0,6957,0,0,0.0,1,2,100,2,6000,0,0,2024-08-15 00:27:11
28,6960,6962,0,6958,0,0,0.0,1,2,100,2,5999,0,0,2024-08-15 00:28:11
29,6961,6964,0,6958,0,0,0.0,1,2,100,2,6000,0,5,2024-08-15 00:29:11
30,6961,6964,0,6958,0,0,0.0,1,2,100,2,5999,0,9,2024-08-15 00:30:10
31,6962,6964,0,6959,0,0,0.0,1,2,100,2,5998,0,4,2024-08-15 00:31:12
32,6960,6963,0,6957,0,0,0.0,1,2,100,2,5998,0,3,2024-08-15 00:32:12
33,6960,6962,0,6958,0,0,0.0,1,2,100,2,5998,0,0,2024-08-15 00:33:12
34,6961,6964,0,6959,0,0,0.0,1,2,100,2,5998,0,8,2024-08-15 00:34:11
35,6961,6964,0,6959,0,0,0.0,1,2,100,2,5998,0,3,2024-08-15 00:35:11
36,6962,6964,0,6959,0,0,0.0,1,2,100,2,5998,0,0,2024-08-15 00:36:13
37,6960,6963,0,6958,0,0,0.0,1,2,100,2,5999,0,0,2024-08-15 00:37:13
38,6960,6962,0,6957,0,0,0.0,1,2,100,2,6000,0,3,2024-08-15 00:38:13
39,6963,6965,0,6961,0,0,0.0,1,2,100,2,6001,0,3,2024-08-15 00:39:13
40,6964,6967,0,6961,0,0,0.0,1,2,100,2,6001,0,9,2024-08-15 00:40:13
41,6964,6967,0,6961,0,0,0.0,1,2,100,2,6002,0,8,2024-08-15 00:41:13
42,6965,6968,0,6963,0,0,0.0,1,2,100,2,6001,0,5,2024-08-15 00:42:13
43,6963,6965,0,6961,0,0,0.0,1,2,100,2,6001,0,2,2024-08-15 00:43:13
44,6962,6965,0,6960,0,0,0.0,1,2,100,2,6001,0,5,2024-08-15 00:44:13
45,6963,6965,0,6961,0,0,0.0,1,2,100,2,6001,0,8,2024-08-15 00:45:13
46,6963,6966,0,6960,0,0,0.0,1,2,100,2,6002,0,8,2024-08-15 00:46:13
47,6965,6967,0,6962,0,0,0.0,1,2,100,2,6002,0,0,2024-08-15 00:47:12
48,6961,6963,0,6958,0,0,0.0,1,2,100,2,6000,0,5,2024-08-15 00:48:12
49,6962,6965,0,6959,0,0,0.0,1,2,100,2,5999,0,0,2024-08-15 00:49:14
50,6960,6963,0,6957,0,0,0.0,1,2,100,2,5998,0,6,2024-08-15 00:50:14
51,6960,6964,0,6956,0,0,0.0,1,2,100,2,5998,0,8,2024-08-15 00:51:14
52,6960,6963,0,6957,0,0,0.0,1,2,100,2,6000,0,0,2024-08-15 00:52:14
53,6961,6965,0,6957,0,0,0.0,1,2,100,2,6000,0,11,2024-08-15 00:53:13
54,6962,6965,0,6958,0,0,0.0,1,2,100,2,5999,0,0,2024-08-15 00:54:14
55,6960,6964,0,6957,0,0,0.0,1,2,100,2,5998,0,10,2024-08-15 00:55:13
56,6960,6964,0,6957,0,0,0.0,1,2,100,2,5998,0,10,2024-08-15 00:56:15
57,6961,6965,0,6958,0,0,0.0,1,2,100,2,5998,0,10,2024-08-15 00:57:15
58,6962,6965,0,6959,0,0,0.0,1,2,100,2,5998,0,2,2024-08-15 00:58:15
59,6962,6966,0,6958,0,0,0.0,1,2,100,2,6000,0,10,2024-08-15 01:00:15
60,6962,6965,0,6958,0,0,0.0,1,2,100,2,5999,0,0,2024-08-15 01:01:15
61,6962,6965,0,6958,0,0,0.0,1,2,100,2,5998,0,10,2024-08-15 01:02:15
62,6962,6965,0,6958,0,0,0.0,1,2,100,2,6001,0,8,2024-08-15 01:03:17
63,6960,6963,0,6957,0,0,0.0,1,2,100,2,6000,0,3,2024-08-15 01:04:17
64,6961,6963,0,6958,0,0,0.0,1,2,100,2,6001,0,2,2024-08-15 01:05:17
65,6962,6965,0,6959,0,0,0.0,1,2,100,2,6000,0,0,2024-08-15 01:06:17
66,6962,6965,0,6960,0,0,0.0,1,2,100,2,5996,0,3,2024-08-15 01:07:17
67,6961,6963,0,6959,0,0,0.0,1,2,100,2,5997,0,2,2024-08-15 01:08:16
68,6962,6964,0,6959,0,0,0.0,1,2,100,2,5995,0,8,2024-08-15 01:09:16
69,6962,6965,0,6959,0,0,0.0,1,2,100,2,5995,0,8,2024-08-15 01:10:18
70,6961,6964,0,6959,0,0,0.0,1,2,100,2,5997,0,9,2024-08-15 01:11:18
71,6962,6964,0,6959,0,0,0.0,1,2,100,2,5997,0,8,2024-08-15 01:12:18
72,6962,6964,0,6959,0,0,0.0,1,2,100,2,5998,0,2,2024-08-15 01:13:18
73,6962,6965,0,6959,0,0,0.0,1,2,100,2,5997,0,3,2024-08-15 01:14:18
74,6961,6963,0,6959,0,0,0.0,1,2,100,2,5997,0,0,2024-08-15 01:15:19
75,6963,6965,0,6960,0,0,0.0,1,2,100,2,5999,0,0,2024-08-15 01:16:19
76,6965,6967,0,6964,0,0,0.0,1,2,100,2,6002,0,0,2024-08-15 01:17:19
77,6965,6967,0,6964,0,0,0.0,1,2,100,2,6003,0,3,2024-08-15 01:18:19
78,6964,6967,0,6962,0,0,0.0,1,2,100,2,6002,0,5,2024-08-15 01:19:19
79,6964,6966,0,6962,0,0,0.0,1,2,100,2,6002,0,0,2024-08-15 01:20:19
80,6964,6966,0,6962,0,0,0.0,1,2,100,2,6002,0,0,2024-08-15 01:21:19
81,6965,6967,0,6963,0,0,0.0,1,2,100,2,6002,0,6,2024-08-15 01:22:19
82,6964,6966,0,6962,0,0,0.0,1,2,100,2,6002,0,2,2024-08-15 01:23:19
83,6963,6966,0,6961,0,0,0.0,1,2,100,2,6003,0,8,2024-08-15 01:24:19
84,6963,6965,0,6961,0,0,0.0,1,2,100,2,6003,0,0,2024-08-15 01:25:19
85,6961,6963,0,6958,0,0,0.0,1,2,100,2,6000,0,6,2024-08-15 01:26:19
86,6961,6964,0,6959,0,0,0.0,1,2,100,2,5999,0,8,2024-08-15 01:27:19
87,6961,6963,0,6959,0,0,0.0,1,2,100,2,5999,0,3,2024-08-15 01:28:19
88,6962,6964,0,6960,0,0,0.0,1,2,100,2,5999,0,0,2024-08-15 01:29:19
