,csvTime,P2_2,P2_3,P2_25,P2_24
0,2024-08-15 00:00:55,1802,106,0,0
1,2024-08-15 00:01:55,1801,106,0,8
2,2024-08-15 00:02:55,1801,112,0,0
3,2024-08-15 00:03:55,1802,113,0,0
4,2024-08-15 00:04:55,1801,112,0,0
5,2024-08-15 00:05:55,1803,114,0,0
6,2024-08-15 00:06:55,1800,113,0,0
7,2024-08-15 00:07:55,1800,116,0,0
8,2024-08-15 00:08:55,1799,115,0,0
9,2024-08-15 00:09:55,1801,113,0,0
10,2024-08-15 00:10:55,1800,116,0,0
11,2024-08-15 00:11:55,1801,115,0,0
12,2024-08-15 00:12:55,1799,116,0,0
13,2024-08-15 00:13:55,1800,116,0,0
14,2024-08-15 00:14:55,1801,118,0,0
15,2024-08-15 00:15:55,1801,116,0,0
16,2024-08-15 00:16:55,1800,115,0,0
17,2024-08-15 00:17:55,1800,115,0,0
18,2024-08-15 00:18:55,1802,116,0,0
19,2024-08-15 00:19:55,1800,117,0,0
20,2024-08-15 00:20:55,1800,114,0,8
21,2024-08-15 00:21:55,1800,115,0,0
22,2024-08-15 00:22:55,1801,117,0,0
23,2024-08-15 00:23:55,1800,115,0,0
24,2024-08-15 00:24:55,1801,115,0,0
25,2024-08-15 00:25:55,1801,112,0,0
26,2024-08-15 00:26:55,1800,115,0,0
27,2024-08-15 00:27:55,1800,115,0,0
28,2024-08-15 00:28:55,1801,114,0,0
29,2024-08-15 00:29:55,1799,114,0,0
30,2024-08-15 00:30:55,1800,116,0,0
31,2024-08-15 00:31:55,1799,112,0,8
32,2024-08-15 00:32:55,1800,112,0,0
33,2024-08-15 00:33:55,1801,117,0,0
34,2024-08-15 00:34:55,1800,116,0,0
35,2024-08-15 00:35:55,1798,111,0,0
36,2024-08-15 00:36:55,1802,114,0,0
37,2024-08-15 00:37:55,1800,116,0,0
38,2024-08-15 00:38:55,1801,109,0,0
39,2024-08-15 00:39:55,1801,103,0,0
40,2024-08-15 00:40:55,1802,106,0,8
41,2024-08-15 00:41:55,1801,106,0,0
42,2024-08-15 00:42:55,1800,109,0,0
43,2024-08-15 00:43:55,1802,110,0,0
44,2024-08-15 00:44:55,1801,110,0,0
45,2024-08-15 00:45:55,1802,104,0,0
46,2024-08-15 00:46:55,1802,105,0,0
47,2024-08-15 00:47:55,1803,109,0,0
48,2024-08-15 00:48:55,1802,113,0,0
49,2024-08-15 00:49:55,1802,114,0,0
50,2024-08-15 00:50:55,1798,114,0,8
51,2024-08-15 00:51:55,1801,108,0,0
52,2024-08-15 00:52:55,1801,110,0,0
53,2024-08-15 00:53:55,1802,110,0,0
54,2024-08-15 00:54:55,1800,113,0,0
55,2024-08-15 00:55:55,1800,112,0,0
56,2024-08-15 00:56:55,1800,116,0,0
57,2024-08-15 00:57:55,1800,114,0,0
58,2024-08-15 00:58:55,1803,113,0,0
59,2024-08-15 01:00:55,1800,115,0,8
60,2024-08-15 01:01:55,1800,116,0,0
61,2024-08-15 01:02:55,1800,115,0,0
62,2024-08-15 01:03:55,1800,110,0,0
63,2024-08-15 01:04:55,1802,111,0,0
64,2024-08-15 01:05:55,1800,114,0,0
65,2024-08-15 01:06:55,1802,122,0,0
66,2024-08-15 01:07:55,1799,122,0,0
67,2024-08-15 01:08:55,1802,123,0,0
68,2024-08-15 01:09:55,1802,123,0,0
69,2024-08-15 01:10:55,1801,122,0,0
70,2024-08-15 01:11:55,1798,126,0,0
71,2024-08-15 01:12:55,1798,125,0,0
72,2024-08-15 01:13:55,1801,123,0,0
73,2024-08-15 01:14:55,1800,122,0,0
74,2024-08-15 01:15:55,1800,118,0,0
75,2024-08-15 01:16:55,1800,110,0,0
76,2024-08-15 01:17:55,1800,105,0,0
77,2024-08-15 01:18:55,1802,105,0,0
78,2024-08-15 01:19:55,1801,104,0,8
79,2024-08-15 01:20:55,1801,107,0,0
80,2024-08-15 01:21:55,1801,106,0,0
81,2024-08-15 01:22:55,1801,102,0,0
82,2024-08-15 01:23:55,1800,105,0,0
83,2024-08-15 01:24:55,1801,105,0,0
84,2024-08-15 01:25:55,1800,107,0,0
85,2024-08-15 01:26:55,1801,114,0,0
86,2024-08-15 01:27:55,1801,113,0,0
87,2024-08-15 01:28:55,1800,114,0,0
88,2024-08-15 01:29:55,1798,112,0,8
89,2024-08-15 01:30:55,1800,112,0,0
90,2024-08-15 01:31:55,1802,112,0,0
91,2024-08-15 01:32:55,1800,115,0,0
92,2024-08-15 01:33:55,1802,113,0,0
93,2024-08-15 01:34:55,1803,112,0,0
94,2024-08-15 01:35:55,1800,112,0,0
95,2024-08-15 01:36:55,1799,115,0,0
96,2024-08-15 01:37:55,1799,113,0,0
97,2024-08-15 01:38:55,1799,114,0,0
98,2024-08-15 01:39:55,1803,111,0,0
99,2024-08-15 01:40:55,1802,112,0,8
100,2024-08-15 01:41:55,1801,108,0,0
101,2024-08-15 01:42:55,1802,109,0,0
102,2024-08-15 01:43:55,1800,108,0,0
103,2024-08-15 01:44:55,1800,110,0,0
104,2024-08-15 01:45:55,1800,113,0,0
105,2024-08-15 01:46:55,1802,117,0,0
106,2024-08-15 01:47:55,1801,115,0,0
107,2024-08-15 01:48:55,1799,113,0,8
108,2024-08-15 01:49:55,1800,113,0,0
109,2024-08-15 01:50:55,1802,114,0,0
110,2024-08-15 01:51:55,1801,113,0,0
111,2024-08-15 01:52:55,1803,110,0,0
112,2024-08-15 01:53:55,1800,106,0,0
113,2024-08-15 01:54:55,1801,104,0,0
114,2024-08-15 01:55:55,1801,107,0,0
115,2024-08-15 01:56:55,1802,107,0,0
116,2024-08-15 01:57:55,1802,107,0,0
117,2024-08-15 01:58:55,1802,104,0,8
118,2024-08-15 02:00:55,1804,109,0,0
119,2024-08-15 02:01:55,1800,114,0,0
120,2024-08-15 02:02:55,1799,114,0,0
121,2024-08-15 02:03:55,1802,120,0,0
122,2024-08-15 02:04:55,1799,121,0,0
123,2024-08-15 02:05:55,1802,124,0,0
124,2024-08-15 02:06:55,1802,126,0,0
125,2024-08-15 02:07:55,1802,124,0,8
126,2024-08-15 02:08:55,1798,125,0,8
127,2024-08-15 02:09:55,1802,124,0,0
128,2024-08-15 02:10:55,1802,123,0,0
129,2024-08-15 02:11:55,1799,124,0,0
130,2024-08-15 02:12:55,1797,124,0,0
131,2024-08-15 02:13:55,1800,123,0,0
132,2024-08-15 02:14:55,1800,125,0,0
133,2024-08-15 02:15:55,1801,122,0,0
134,2024-08-15 02:16:55,1803,127,0,0
135,2024-08-15 02:17:55,1801,128,0,8
136,2024-08-15 02:18:55,1801,128,0,8
137,2024-08-15 02:19:55,1802,128,0,0
138,2024-08-15 02:20:55,1798,128,0,0
139,2024-08-15 02:21:55,1799,127,0,0
140,2024-08-15 02:22:55,1801,128,0,0
141,2024-08-15 02:23:55,1800,125,0,0
142,2024-08-15 02:24:55,1800,122,0,0
143,2024-08-15 02:25:55,1800,109,0,0
144,2024-08-15 02:26:55,1802,103,0,0
145,2024-08-15 02:27:55,1801,100,0,8
146,2024-08-15 02:28:55,1803,99,0,0
147,2024-08-15 02:29:55,1801,98,0,0
148,2024-08-15 02:30:55,1802,100,0,0
149,2024-08-15 02:31:55,1803,101,0,0
150,2024-08-15 02:32:55,1801,100,0,0
151,2024-08-15 02:33:55,1800,103,0,0
152,2024-08-15 02:34:55,1800,105,0,0
153,2024-08-15 02:35:55,1801,102,0,0
