,1-15-10_v,1-15-12_v,1-15-11_v,1-15-13_v,1-15-9_v,1-15-8_v,1-15-7_v,1-15-6_v,1-15-5_v,1-15-4_v,1-15-3_v,1-15-2_v,1-15-1_v,1-15-0_v,csvTime
0,6002,0,4,0,100,0,0,0,0,0,0,6963,6958,6954,2024-08-15 00:00:26
1,6011,0,11,0,100,0,0,0,0,0,0,6964,6959,6954,2024-08-15 00:01:26
2,6001,0,3,0,100,0,0,0,0,0,0,6962,6958,6954,2024-08-15 00:02:26
3,6000,0,0,0,100,0,0,0,0,0,0,6960,6956,6952,2024-08-15 00:03:26
4,5999,0,0,0,100,0,0,0,0,0,0,6959,6956,6952,2024-08-15 00:04:26
5,5999,0,4,0,100,0,0,0,0,0,0,6960,6956,6953,2024-08-15 00:05:26
6,5998,0,3,0,100,0,0,0,0,0,0,6960,6956,6953,2024-08-15 00:06:26
7,5999,0,9,0,100,0,0,0,0,0,0,6959,6956,6952,2024-08-15 00:07:26
8,5997,0,0,0,100,0,0,0,0,0,0,6958,6954,6951,2024-08-15 00:08:26
9,5999,0,3,0,100,0,0,0,0,0,0,6959,6955,6951,2024-08-15 00:09:26
10,5998,0,11,0,100,0,0,0,0,0,0,6960,6956,6952,2024-08-15 00:10:26
11,5998,0,4,0,100,0,0,0,0,0,0,6961,6957,6953,2024-08-15 00:11:26
12,5998,0,2,0,100,0,0,0,0,0,0,6961,6957,6953,2024-08-15 00:12:26
13,5998,0,4,0,100,0,0,0,0,0,0,6961,6957,6953,2024-08-15 00:13:26
14,5997,0,0,0,100,0,0,0,0,0,0,6959,6955,6952,2024-08-15 00:14:28
15,5998,0,4,0,100,0,0,0,0,0,0,6960,6956,6952,2024-08-15 00:15:28
16,5998,0,5,0,100,0,0,0,0,0,0,6959,6955,6952,2024-08-15 00:16:28
17,5998,0,10,0,100,0,0,0,0,0,0,6961,6956,6952,2024-08-15 00:17:28
18,5997,0,8,0,100,0,0,0,0,0,0,6960,6956,6952,2024-08-15 00:18:28
19,5999,0,8,0,100,0,0,0,0,0,0,6960,6956,6953,2024-08-15 00:19:28
20,5998,0,0,0,100,0,0,0,0,0,0,6960,6956,6952,2024-08-15 00:20:28
21,5998,0,6,0,100,0,0,0,0,0,0,6960,6956,6952,2024-08-15 00:21:28
22,5998,0,0,0,100,0,0,0,0,0,0,6960,6957,6954,2024-08-15 00:22:28
23,5998,0,3,0,100,0,0,0,0,0,0,6960,6957,6953,2024-08-15 00:23:28
24,5998,0,9,0,100,0,0,0,0,0,0,6960,6956,6952,2024-08-15 00:24:28
25,5999,0,3,0,100,0,0,0,0,0,0,6958,6955,6952,2024-08-15 00:25:28
26,5999,0,11,0,100,0,0,0,0,0,0,6959,6955,6951,2024-08-15 00:26:28
27,5999,0,8,0,100,0,0,0,0,0,0,6958,6954,6950,2024-08-15 00:27:28
28,5999,0,10,0,100,0,0,0,0,0,0,6960,6956,6952,2024-08-15 00:28:28
29,5999,0,7,0,100,0,0,0,0,0,0,6960,6956,6953,2024-08-15 00:29:27
30,5999,0,10,0,100,0,0,0,0,0,0,6960,6956,6951,2024-08-15 00:30:29
31,5999,0,6,0,100,0,0,0,0,0,0,6961,6957,6953,2024-08-15 00:31:29
32,5998,0,3,0,100,0,0,0,0,0,0,6959,6955,6951,2024-08-15 00:32:29
33,5998,0,2,0,100,0,0,0,0,0,0,6960,6956,6952,2024-08-15 00:33:28
34,5997,0,12,0,100,0,0,0,0,0,0,6961,6957,6952,2024-08-15 00:34:28
35,6000,0,3,0,100,0,0,0,0,0,0,6961,6957,6953,2024-08-15 00:35:30
36,5996,0,0,0,100,0,0,0,0,0,0,6959,6955,6951,2024-08-15 00:36:30
37,5998,0,5,0,100,0,0,0,0,0,0,6959,6955,6952,2024-08-15 00:37:30
38,5998,0,0,0,100,0,0,0,0,0,0,6960,6956,6952,2024-08-15 00:38:30
39,6002,0,11,0,100,0,0,0,0,0,0,6963,6958,6954,2024-08-15 00:39:30
40,6002,0,0,0,100,0,0,0,0,0,0,6963,6959,6956,2024-08-15 00:40:30
41,6002,0,11,0,100,0,0,0,0,0,0,6962,6958,6954,2024-08-15 00:41:30
42,6002,0,2,0,100,0,0,0,0,0,0,6962,6958,6954,2024-08-15 00:42:30
43,6001,0,4,0,100,0,0,0,0,0,0,6962,6958,6953,2024-08-15 00:43:30
44,6002,0,4,0,100,0,0,0,0,0,0,6962,6958,6954,2024-08-15 00:44:30
45,6001,0,5,0,100,0,0,0,0,0,0,6961,6957,6952,2024-08-15 00:45:29
46,6002,0,3,0,100,0,0,0,0,0,0,6963,6958,6954,2024-08-15 00:46:29
47,6001,0,0,0,100,0,0,0,0,0,0,6960,6956,6953,2024-08-15 00:47:31
48,6000,0,0,0,100,0,0,0,0,0,0,6960,6957,6953,2024-08-15 00:48:31
49,5999,0,0,0,100,0,0,0,0,0,0,6959,6956,6952,2024-08-15 00:49:31
50,5998,0,8,0,100,0,0,0,0,0,0,6959,6956,6953,2024-08-15 00:50:31
51,5998,0,9,0,100,0,0,0,0,0,0,6960,6957,6954,2024-08-15 00:51:31
52,5998,0,0,0,100,0,0,0,0,0,0,6958,6955,6953,2024-08-15 00:52:31
53,5999,0,4,0,100,0,0,0,0,0,0,6959,6956,6952,2024-08-15 00:53:30
54,6000,0,9,0,100,0,0,0,0,0,0,6959,6956,6953,2024-08-15 00:54:31
55,5999,0,9,0,100,0,0,0,0,0,0,6959,6956,6953,2024-08-15 00:55:30
56,5998,0,10,0,100,0,0,0,0,0,0,6960,6956,6953,2024-08-15 00:56:30
57,5997,0,3,0,100,0,0,0,0,0,0,6958,6954,6951,2024-08-15 00:57:32
58,6001,0,2,0,100,0,0,0,0,0,0,6959,6955,6952,2024-08-15 00:58:32
59,6000,0,0,0,100,0,0,0,0,0,0,6959,6956,6953,2024-08-15 01:00:32
60,5998,0,3,0,100,0,0,0,0,0,0,6960,6957,6954,2024-08-15 01:01:32
61,5999,0,8,0,100,0,0,0,0,0,0,6959,6956,6953,2024-08-15 01:02:32
62,5998,0,6,0,100,0,0,0,0,0,0,6959,6957,6954,2024-08-15 01:03:32
63,5999,0,5,0,100,0,0,0,0,0,0,6960,6956,6952,2024-08-15 01:04:32
64,5999,0,5,0,100,0,0,0,0,0,0,6959,6956,6952,2024-08-15 01:05:32
65,5998,0,3,0,100,0,0,0,0,0,0,6961,6957,6953,2024-08-15 01:06:32
66,5995,0,11,0,100,0,0,0,0,0,0,6961,6956,6952,2024-08-15 01:07:32
67,5996,0,11,0,100,0,0,0,0,0,0,6961,6956,6952,2024-08-15 01:08:33
68,5997,0,0,0,100,0,0,0,0,0,0,6961,6957,6953,2024-08-15 01:09:33
69,5996,0,4,0,100,0,0,0,0,0,0,6961,6957,6953,2024-08-15 01:10:33
70,5996,0,10,0,100,0,0,0,0,0,0,6962,6958,6953,2024-08-15 01:11:33
71,5996,0,0,0,100,0,0,0,0,0,0,6960,6956,6952,2024-08-15 01:12:33
72,5996,0,9,0,100,0,0,0,0,0,0,6961,6957,6953,2024-08-15 01:13:33
73,5997,0,0,0,100,0,0,0,0,0,0,6960,6956,6952,2024-08-15 01:14:32
74,5997,0,11,0,100,0,0,0,0,0,0,6960,6956,6952,2024-08-15 01:15:34
75,6001,0,8,0,100,0,0,0,0,0,0,6961,6957,6953,2024-08-15 01:16:34
76,6002,0,10,0,100,0,0,0,0,0,0,6965,6960,6956,2024-08-15 01:17:34
77,6002,0,12,0,100,0,0,0,0,0,0,6965,6960,6955,2024-08-15 01:18:34
78,6003,0,9,0,100,0,0,0,0,0,0,6962,6958,6954,2024-08-15 01:19:34
79,6001,0,9,0,100,0,0,0,0,0,0,6964,6959,6955,2024-08-15 01:20:34
80,6002,0,12,0,100,0,0,0,0,0,0,6963,6958,6953,2024-08-15 01:21:34
81,6001,0,11,0,100,0,0,0,0,0,0,6963,6958,6954,2024-08-15 01:22:34
82,6002,0,5,0,100,0,0,0,0,0,0,6964,6959,6955,2024-08-15 01:23:34
83,6002,0,4,0,100,0,0,0,0,0,0,6962,6958,6953,2024-08-15 01:24:34
84,6001,0,5,0,100,0,0,0,0,0,0,6964,6959,6954,2024-08-15 01:25:34
85,5999,0,3,0,100,0,0,0,0,0,0,6960,6956,6952,2024-08-15 01:26:34
86,5999,0,10,0,100,0,0,0,0,0,0,6960,6956,6951,2024-08-15 01:27:34
87,5999,0,2,0,100,0,0,0,0,0,0,6960,6955,6951,2024-08-15 01:28:36
88,6000,0,8,0,100,0,0,0,0,0,0,6960,6956,6952,2024-08-15 01:29:36
89,5999,0,9,0,100,0,0,0,0,0,0,6960,6956,6951,2024-08-15 01:30:36
90,5999,0,2,0,100,0,0,0,0,0,0,6960,6956,6952,2024-08-15 01:31:36
91,5998,0,2,0,100,0,0,0,0,0,0,6959,6954,6950,2024-08-15 01:32:36
92,5998,0,3,0,100,0,0,0,0,0,0,6960,6955,6951,2024-08-15 01:33:36
93,5997,0,9,0,100,0,0,0,0,0,0,6962,6958,6953,2024-08-15 01:34:36
94,5999,0,9,0,100,0,0,0,0,0,0,6960,6955,6950,2024-08-15 01:35:36
95,5999,0,8,0,100,0,0,0,0,0,0,6960,6955,6951,2024-08-15 01:36:36
96,5999,0,12,0,100,0,0,0,0,0,0,6961,6956,6951,2024-08-15 01:37:36
97,6000,0,4,0,100,0,0,0,0,0,0,6961,6956,6952,2024-08-15 01:38:35
98,5999,0,11,0,100,0,0,0,0,0,0,6960,6955,6950,2024-08-15 01:39:35
99,5998,0,10,0,100,0,0,0,0,0,0,6961,6956,6951,2024-08-15 01:40:35
100,5999,0,13,0,100,0,0,0,0,0,0,6962,6957,6951,2024-08-15 01:41:35
101,5999,0,8,0,100,0,0,0,0,0,0,6960,6955,6950,2024-08-15 01:42:35
102,5999,0,13,0,100,0,0,0,0,0,0,6962,6957,6951,2024-08-15 01:43:37
103,5999,0,3,0,100,0,0,0,0,0,0,6960,6956,6951,2024-08-15 01:44:37
104,5999,0,4,0,100,0,0,0,0,0,0,6961,6957,6952,2024-08-15 01:45:37
105,5998,0,12,0,100,0,0,0,0,0,0,6959,6955,6950,2024-08-15 01:46:37
106,5998,0,3,0,100,0,0,0,0,0,0,6960,6956,6952,2024-08-15 01:47:38
107,5999,0,9,0,100,0,0,0,0,0,0,6960,6955,6951,2024-08-15 01:48:38
108,5999,0,5,0,100,0,0,0,0,0,0,6961,6956,6952,2024-08-15 01:49:38
109,5999,0,12,0,100,0,0,0,0,0,0,6960,6955,6951,2024-08-15 01:50:38
110,5999,0,3,0,100,0,0,0,0,0,0,6961,6957,6952,2024-08-15 01:51:38
111,5999,0,9,0,100,0,0,0,0,0,0,6961,6956,6952,2024-08-15 01:52:38
112,6002,0,5,0,100,0,0,0,0,0,0,6964,6959,6954,2024-08-15 01:53:38
113,6001,0,10,0,100,0,0,0,0,0,0,6965,6959,6954,2024-08-15 01:54:37
114,6002,0,8,0,100,0,0,0,0,0,0,6964,6959,6954,2024-08-15 01:55:38
115,6002,0,13,0,100,0,0,0,0,0,0,6964,6959,6954,2024-08-15 01:56:38
116,6002,0,10,0,100,0,0,0,0,0,0,6963,6959,6954,2024-08-15 01:57:38
117,6002,0,12,0,100,0,0,0,0,0,0,6964,6959,6954,2024-08-15 01:58:38
118,6000,0,8,0,100,0,0,0,0,0,0,6963,6958,6954,2024-08-15 02:00:38
119,6000,0,12,0,100,0,0,0,0,0,0,6963,6959,6954,2024-08-15 02:01:37
120,5996,0,10,0,100,0,0,0,0,0,0,6959,6955,6951,2024-08-15 02:02:39
121,5997,0,0,0,100,0,0,0,0,0,0,6960,6956,6952,2024-08-15 02:03:39
122,5996,0,7,0,100,0,0,0,0,0,0,6959,6955,6951,2024-08-15 02:04:39
