index,csvTime,P3_33,P3_18,P3_17,P3_16,key_action,running_status
0,2024-05-17 00:00:20,0,0,0,0,False,未运行
1,2024-05-17 00:01:20,0,0,0,0,False,未运行
2,2024-05-17 00:02:20,0,0,0,0,False,未运行
3,2024-05-17 00:03:20,0,0,0,0,False,未运行
4,2024-05-17 00:04:20,0,0,0,0,False,未运行
5,2024-05-17 00:05:20,0,0,0,0,False,未运行
6,2024-05-17 00:06:20,0,0,0,0,False,未运行
7,2024-05-17 00:07:20,0,0,0,0,False,未运行
8,2024-05-17 00:08:20,0,0,0,0,False,未运行
9,2024-05-17 00:09:20,0,0,0,0,False,未运行
10,2024-05-17 00:10:20,0,0,0,0,False,未运行
11,2024-05-17 00:11:20,0,0,0,0,False,未运行
12,2024-05-17 00:12:20,0,0,0,0,False,未运行
13,2024-05-17 00:13:20,0,0,0,0,False,未运行
14,2024-05-17 00:14:20,0,0,0,0,False,未运行
15,2024-05-17 00:15:20,0,0,0,0,False,未运行
16,2024-05-17 00:16:20,0,0,0,0,False,未运行
17,2024-05-17 00:17:20,0,0,0,0,False,未运行
18,2024-05-17 00:18:20,0,0,0,0,False,未运行
19,2024-05-17 00:19:20,0,0,0,0,False,未运行
20,2024-05-17 00:20:20,0,0,0,0,False,未运行
21,2024-05-17 00:21:20,0,0,0,0,False,未运行
22,2024-05-17 00:22:20,0,0,0,0,False,未运行
23,2024-05-17 00:23:20,0,0,0,0,False,未运行
24,2024-05-17 00:24:20,0,0,0,0,False,未运行
25,2024-05-17 00:25:20,0,0,0,0,False,未运行
26,2024-05-17 00:26:20,0,0,0,0,False,未运行
27,2024-05-17 00:27:20,0,0,0,0,False,未运行
28,2024-05-17 00:28:20,0,0,0,0,False,未运行
29,2024-05-17 00:29:20,0,0,0,0,False,未运行
30,2024-05-17 00:30:20,0,0,0,0,False,未运行
31,2024-05-17 00:31:20,0,0,0,0,False,未运行
32,2024-05-17 00:32:20,0,0,0,0,False,未运行
33,2024-05-17 00:33:20,0,0,0,0,False,未运行
34,2024-05-17 00:34:20,0,0,0,0,False,未运行
35,2024-05-17 00:35:20,0,0,0,0,False,未运行
36,2024-05-17 00:36:20,0,0,0,0,False,未运行
37,2024-05-17 00:37:20,0,0,0,0,False,未运行
38,2024-05-17 00:38:20,0,0,0,0,False,未运行
39,2024-05-17 00:39:20,0,0,0,0,False,未运行
40,2024-05-17 00:40:20,0,0,0,0,False,未运行
41,2024-05-17 00:41:20,0,0,0,0,False,未运行
42,2024-05-17 00:42:20,0,0,0,0,False,未运行
43,2024-05-17 00:43:20,0,0,0,0,False,未运行
44,2024-05-17 00:44:20,0,0,0,0,False,未运行
45,2024-05-17 00:45:20,0,0,0,0,False,未运行
46,2024-05-17 00:46:20,0,0,0,0,False,未运行
47,2024-05-17 00:47:20,0,0,0,0,False,未运行
48,2024-05-17 00:48:20,0,0,0,0,False,未运行
49,2024-05-17 00:49:20,0,0,0,0,False,未运行
50,2024-05-17 00:50:20,0,0,0,0,False,未运行
51,2024-05-17 00:51:20,0,0,0,0,False,未运行
52,2024-05-17 00:52:20,0,0,0,0,False,未运行
53,2024-05-17 00:53:20,0,0,0,0,False,未运行
54,2024-05-17 00:54:20,0,0,0,0,False,未运行
55,2024-05-17 00:55:20,0,0,0,0,False,未运行
56,2024-05-17 00:56:20,0,0,0,0,False,未运行
57,2024-05-17 00:57:20,0,0,0,0,False,未运行
58,2024-05-17 00:58:20,0,0,0,0,False,未运行
59,2024-05-17 00:59:20,0,0,0,0,False,未运行
145532,2024-05-17 01:00:20,0,0,0,0,False,未运行
145533,2024-05-17 01:01:20,0,0,0,0,False,未运行
145534,2024-05-17 01:02:20,0,0,0,0,False,未运行
145535,2024-05-17 01:03:20,0,0,0,0,False,未运行
145536,2024-05-17 01:04:20,0,0,0,0,False,未运行
145537,2024-05-17 01:05:20,0,0,0,0,False,未运行
145538,2024-05-17 01:06:20,0,0,0,0,False,未运行
145539,2024-05-17 01:07:20,0,0,0,0,False,未运行
145540,2024-05-17 01:08:20,0,0,0,0,False,未运行
145541,2024-05-17 01:09:20,0,0,0,0,False,未运行
145542,2024-05-17 01:10:20,0,0,0,0,False,未运行
145543,2024-05-17 01:11:20,0,0,0,0,False,未运行
145544,2024-05-17 01:12:20,0,0,0,0,False,未运行
145545,2024-05-17 01:13:20,0,0,0,0,False,未运行
145546,2024-05-17 01:14:20,0,0,0,0,False,未运行
145547,2024-05-17 01:15:20,0,0,0,0,False,未运行
145548,2024-05-17 01:16:20,0,0,0,0,False,未运行
145549,2024-05-17 01:17:20,0,0,0,0,False,未运行
145550,2024-05-17 01:18:20,0,0,0,0,False,未运行
145551,2024-05-17 01:19:20,0,0,0,0,False,未运行
145552,2024-05-17 01:20:20,0,0,0,0,False,未运行
145553,2024-05-17 01:21:20,0,0,0,0,False,未运行
145554,2024-05-17 01:22:20,0,0,0,0,False,未运行
145555,2024-05-17 01:23:20,0,0,0,0,False,未运行
145556,2024-05-17 01:24:20,0,0,0,0,False,未运行
145557,2024-05-17 01:25:20,0,0,0,0,False,未运行
145558,2024-05-17 01:26:20,0,0,0,0,False,未运行
145559,2024-05-17 01:27:20,0,0,0,0,False,未运行
145560,2024-05-17 01:28:20,0,0,0,0,False,未运行
145561,2024-05-17 01:29:20,0,0,0,0,False,未运行
145562,2024-05-17 01:30:20,0,0,0,0,False,未运行
145563,2024-05-17 01:31:20,0,0,0,0,False,未运行
145564,2024-05-17 01:32:20,0,0,0,0,False,未运行
145565,2024-05-17 01:33:20,0,0,0,0,False,未运行
145566,2024-05-17 01:34:20,0,0,0,0,False,未运行
145567,2024-05-17 01:35:20,0,0,0,0,False,未运行
145568,2024-05-17 01:36:20,0,0,0,0,False,未运行
145569,2024-05-17 01:37:20,0,0,0,0,False,未运行
145570,2024-05-17 01:38:20,0,0,0,0,False,未运行
145571,2024-05-17 01:39:20,0,0,0,0,False,未运行
145572,2024-05-17 01:40:20,0,0,0,0,False,未运行
145573,2024-05-17 01:41:20,0,0,0,0,False,未运行
145574,2024-05-17 01:42:20,0,0,0,0,False,未运行
145575,2024-05-17 01:43:20,0,0,0,0,False,未运行
145576,2024-05-17 01:44:20,0,0,0,0,False,未运行
145577,2024-05-17 01:45:20,0,0,0,0,False,未运行
145578,2024-05-17 01:46:20,0,0,0,0,False,未运行
145579,2024-05-17 01:47:20,0,0,0,0,False,未运行
145580,2024-05-17 01:48:20,0,0,0,0,False,未运行
145581,2024-05-17 01:49:20,0,0,0,0,False,未运行
145582,2024-05-17 01:50:20,0,0,0,0,False,未运行
145583,2024-05-17 01:51:20,0,0,0,0,False,未运行
145584,2024-05-17 01:52:20,0,0,0,0,False,未运行
145585,2024-05-17 01:53:20,0,0,0,0,False,未运行
145586,2024-05-17 01:54:20,0,0,0,0,False,未运行
145587,2024-05-17 01:55:20,0,0,0,0,False,未运行
145588,2024-05-17 01:56:20,0,0,0,0,False,未运行
145589,2024-05-17 01:57:20,0,0,0,0,False,未运行
145590,2024-05-17 01:58:20,0,0,0,0,False,未运行
145591,2024-05-17 01:59:20,0,0,0,0,False,未运行
60,2024-05-17 02:00:20,0,0,1,0,False,未运行
61,2024-05-17 02:01:20,0,0,0,0,False,未运行
62,2024-05-17 02:02:20,0,0,0,0,False,未运行
63,2024-05-17 02:03:20,0,0,0,0,False,未运行
64,2024-05-17 02:04:20,0,0,0,0,False,未运行
65,2024-05-17 02:05:20,0,0,0,0,False,未运行
66,2024-05-17 02:06:20,0,0,0,0,False,未运行
67,2024-05-17 02:07:20,0,0,0,0,False,未运行
68,2024-05-17 02:08:20,0,0,0,0,False,未运行
69,2024-05-17 02:09:20,0,0,1,0,False,未运行
70,2024-05-17 02:10:20,0,0,0,0,False,未运行
71,2024-05-17 02:11:20,0,0,0,0,False,未运行
72,2024-05-17 02:12:20,0,0,0,0,False,未运行
73,2024-05-17 02:13:20,0,0,0,0,False,未运行
74,2024-05-17 02:14:20,0,0,0,0,False,未运行
75,2024-05-17 02:15:20,0,0,0,0,False,未运行
76,2024-05-17 02:16:20,0,0,0,0,False,未运行
77,2024-05-17 02:17:20,0,0,0,0,False,未运行
78,2024-05-17 02:18:20,0,0,0,0,False,未运行
79,2024-05-17 02:19:20,0,0,0,0,False,未运行
80,2024-05-17 02:20:20,0,0,0,0,False,未运行
81,2024-05-17 02:21:20,0,0,0,0,False,未运行
82,2024-05-17 02:22:20,0,0,0,0,False,未运行
83,2024-05-17 02:23:20,0,0,0,0,False,未运行
84,2024-05-17 02:24:20,0,0,0,0,False,未运行
85,2024-05-17 02:25:20,0,0,0,0,False,未运行
86,2024-05-17 02:26:20,0,0,0,0,False,未运行
87,2024-05-17 02:27:20,0,0,0,0,False,未运行
88,2024-05-17 02:28:20,0,0,0,0,False,未运行
89,2024-05-17 02:29:20,0,0,0,0,False,未运行
90,2024-05-17 02:30:20,0,0,0,0,False,未运行
91,2024-05-17 02:31:20,0,0,0,0,False,未运行
92,2024-05-17 02:32:20,0,0,0,0,False,未运行
93,2024-05-17 02:33:20,0,0,0,0,False,未运行
94,2024-05-17 02:34:20,0,0,0,0,False,未运行
95,2024-05-17 02:35:20,0,0,0,0,False,未运行
96,2024-05-17 02:36:20,0,0,0,0,False,未运行
97,2024-05-17 02:37:20,0,0,0,0,False,未运行
98,2024-05-17 02:38:20,0,0,0,0,False,未运行
99,2024-05-17 02:39:20,0,0,0,0,False,未运行
100,2024-05-17 02:40:20,0,0,0,0,False,未运行
101,2024-05-17 02:41:20,0,0,0,0,False,未运行
102,2024-05-17 02:42:20,0,0,0,0,False,未运行
103,2024-05-17 02:43:20,0,0,0,0,False,未运行
104,2024-05-17 02:44:20,0,0,0,0,False,未运行
105,2024-05-17 02:45:20,0,0,0,0,False,未运行
106,2024-05-17 02:46:20,0,0,0,0,False,未运行
107,2024-05-17 02:47:20,0,0,0,0,False,未运行
108,2024-05-17 02:48:20,0,0,0,0,False,未运行
109,2024-05-17 02:49:20,0,0,0,0,False,未运行
110,2024-05-17 02:50:20,0,0,0,0,False,未运行
111,2024-05-17 02:51:20,0,0,0,0,False,未运行
112,2024-05-17 02:52:20,0,0,0,0,False,未运行
113,2024-05-17 02:53:20,0,0,0,0,False,未运行
114,2024-05-17 02:54:20,0,0,0,0,False,未运行
115,2024-05-17 02:55:20,0,0,0,0,False,未运行
116,2024-05-17 02:56:20,0,0,0,0,False,未运行
117,2024-05-17 02:57:20,0,0,0,0,False,未运行
118,2024-05-17 02:58:20,0,0,0,0,False,未运行
119,2024-05-17 02:59:20,0,0,0,0,False,未运行
120,2024-05-17 03:00:20,0,0,0,0,False,未运行
121,2024-05-17 03:01:20,0,0,1,0,False,未运行
122,2024-05-17 03:02:20,0,0,0,0,False,未运行
123,2024-05-17 03:03:20,0,0,0,0,False,未运行
124,2024-05-17 03:04:20,0,0,0,0,False,未运行
125,2024-05-17 03:05:20,0,0,0,0,False,未运行
126,2024-05-17 03:06:20,0,0,0,0,False,未运行
127,2024-05-17 03:07:20,0,0,0,0,False,未运行
128,2024-05-17 03:08:20,0,0,0,0,False,未运行
129,2024-05-17 03:09:20,0,0,0,0,False,未运行
130,2024-05-17 03:10:20,0,0,0,0,False,未运行
