2025-03-11 14:42:23.678 [SPECIAL] 开始判定A架开关机和有无电流
2025-03-11 14:42:29.763 [SUCCESS] A架开关机和有无电流判定完成
2025-03-11 14:42:29.783 [SPECIAL] 开始处理A架角度范围
2025-03-11 14:42:31.484 [SUCCESS] A架角度范围处理完成
2025-03-11 14:42:31.516 [SPECIAL] 根据开关机事件，将A架数据分为若干段
2025-03-11 14:42:34.636 [SUCCESS] 共分为204段
2025-03-11 14:42:34.637 [INFO] 第1段：2024-05-17 09:00:50 - 2024-05-17 10:15:50
2025-03-11 14:42:34.638 [INFO] 第2段：2024-05-17 19:00:50 - 2024-05-17 19:23:50
2025-03-11 14:42:34.638 [INFO] 第3段：2024-05-18 08:00:50 - 2024-05-18 09:12:50
2025-03-11 14:42:34.639 [INFO] 第4段：2024-05-18 13:31:50 - 2024-05-18 17:12:50
2025-03-11 14:42:34.643 [INFO] 第5段：2024-05-19 10:50:50 - 2024-05-19 15:39:50
2025-03-11 14:42:34.643 [INFO] 第6段：2024-05-19 15:41:50 - 2024-05-19 17:24:50
2025-03-11 14:42:34.644 [INFO] 第7段：2024-05-20 07:00:50 - 2024-05-20 07:35:50
2025-03-11 14:42:34.644 [INFO] 第8段：2024-05-20 14:00:50 - 2024-05-20 14:02:50
2025-03-11 14:42:34.645 [INFO] 第9段：2024-05-21 11:00:49 - 2024-05-21 12:23:49
2025-03-11 14:42:34.645 [INFO] 第10段：2024-05-21 17:12:49 - 2024-05-21 17:52:49
2025-03-11 14:42:34.646 [INFO] 第11段：2024-05-21 18:14:49 - 2024-05-21 18:20:49
2025-03-11 14:42:34.646 [INFO] 第12段：2024-05-22 08:00:49 - 2024-05-22 09:18:49
2025-03-11 14:42:34.647 [INFO] 第13段：2024-05-22 18:00:49 - 2024-05-23 01:46:49
2025-03-11 14:42:34.648 [INFO] 第14段：2024-05-23 08:00:49 - 2024-05-23 11:35:49
2025-03-11 14:42:34.648 [INFO] 第15段：2024-05-23 17:00:49 - 2024-05-23 22:46:49
2025-03-11 14:42:34.649 [INFO] 第16段：2024-05-23 23:05:49 - 2024-05-24 09:17:49
2025-03-11 14:42:34.649 [INFO] 第17段：2024-05-24 21:58:49 - 2024-05-24 23:32:49
2025-03-11 14:42:34.650 [INFO] 第18段：2024-05-25 07:56:49 - 2024-05-25 09:10:49
2025-03-11 14:42:34.650 [INFO] 第19段：2024-05-25 12:00:49 - 2024-05-25 17:22:49
2025-03-11 14:42:34.651 [INFO] 第20段：2024-05-25 17:23:49 - 2024-05-25 20:15:49
2025-03-11 14:42:34.652 [INFO] 第21段：2024-05-25 21:11:49 - 2024-05-25 23:00:49
2025-03-11 14:42:34.652 [INFO] 第22段：2024-05-26 07:26:49 - 2024-05-26 09:39:49
2025-03-11 14:42:34.653 [INFO] 第23段：2024-05-26 14:54:48 - 2024-05-26 17:23:48
2025-03-11 14:42:34.653 [INFO] 第24段：2024-05-27 07:47:48 - 2024-05-27 09:47:48
2025-03-11 14:42:34.654 [INFO] 第25段：2024-05-27 18:05:48 - 2024-05-27 19:21:48
2025-03-11 14:42:34.654 [INFO] 第26段：2024-05-28 07:55:48 - 2024-05-28 08:58:48
2025-03-11 14:42:34.655 [INFO] 第27段：2024-05-28 16:00:48 - 2024-05-28 18:54:48
2025-03-11 14:42:34.655 [INFO] 第28段：2024-05-29 08:00:48 - 2024-05-29 09:06:48
2025-03-11 14:42:34.656 [INFO] 第29段：2024-05-29 11:01:48 - 2024-05-29 11:02:48
2025-03-11 14:42:34.657 [INFO] 第30段：2024-05-29 19:00:48 - 2024-05-29 19:11:48
2025-03-11 14:42:34.657 [INFO] 第31段：2024-05-30 07:15:48 - 2024-05-30 08:21:48
2025-03-11 14:42:34.657 [INFO] 第32段：2024-05-30 14:55:48 - 2024-05-30 17:23:48
2025-03-11 14:42:34.659 [INFO] 第33段：2024-05-31 11:00:48 - 2024-05-31 11:14:48
2025-03-11 14:42:34.660 [INFO] 第34段：2024-05-31 17:54:48 - 2024-05-31 19:40:47
2025-03-11 14:42:34.660 [INFO] 第35段：2024-06-01 08:00:47 - 2024-06-01 09:04:47
2025-03-11 14:42:34.661 [INFO] 第36段：2024-06-01 17:00:47 - 2024-06-01 17:54:47
2025-03-11 14:42:34.661 [INFO] 第37段：2024-06-02 20:04:47 - 2024-06-02 20:07:47
2025-03-11 14:42:34.662 [INFO] 第38段：2024-06-03 11:00:47 - 2024-06-03 19:11:47
2025-03-11 14:42:34.663 [INFO] 第39段：2024-06-04 07:41:47 - 2024-06-04 17:26:47
2025-03-11 14:42:34.664 [INFO] 第40段：2024-06-05 07:00:47 - 2024-06-05 19:29:47
2025-03-11 14:42:34.664 [INFO] 第41段：2024-06-06 09:00:46 - 2024-06-06 11:52:46
2025-03-11 14:42:34.665 [INFO] 第42段：2024-06-06 14:31:46 - 2024-06-06 17:38:46
2025-03-11 14:42:34.665 [INFO] 第43段：2024-06-07 13:56:46 - 2024-06-07 14:32:46
2025-03-11 14:42:34.666 [INFO] 第44段：2024-06-08 10:00:46 - 2024-06-08 10:20:46
2025-03-11 14:42:34.666 [INFO] 第45段：2024-06-08 16:29:46 - 2024-06-08 18:13:46
2025-03-11 14:42:34.667 [INFO] 第46段：2024-06-09 08:05:46 - 2024-06-09 11:10:46
2025-03-11 14:42:34.667 [INFO] 第47段：2024-06-09 16:00:46 - 2024-06-09 16:23:46
2025-03-11 14:42:34.667 [INFO] 第48段：2024-06-10 14:54:46 - 2024-06-10 15:12:46
2025-03-11 14:42:34.668 [INFO] 第49段：2024-06-12 09:22:45 - 2024-06-12 14:52:45
2025-03-11 14:42:34.669 [INFO] 第50段：2024-06-13 17:34:45 - 2024-06-13 17:41:45
2025-03-11 14:42:34.670 [INFO] 第51段：2024-06-14 10:00:45 - 2024-06-14 10:13:45
2025-03-11 14:42:34.670 [INFO] 第52段：2024-06-14 22:00:45 - 2024-06-14 22:06:45
2025-03-11 14:42:34.671 [INFO] 第53段：2024-06-15 21:32:45 - 2024-06-15 23:50:45
2025-03-11 14:42:34.671 [INFO] 第54段：2024-06-16 23:00:45 - 2024-06-17 00:38:45
2025-03-11 14:42:34.672 [INFO] 第55段：2024-06-17 18:57:44 - 2024-06-17 20:08:44
2025-03-11 14:42:34.673 [INFO] 第56段：2024-06-18 11:53:44 - 2024-06-18 12:57:44
2025-03-11 14:42:34.673 [INFO] 第57段：2024-06-19 09:46:44 - 2024-06-19 11:27:44
2025-03-11 14:42:34.674 [INFO] 第58段：2024-06-20 14:33:44 - 2024-06-20 16:34:44
2025-03-11 14:42:34.674 [INFO] 第59段：2024-06-21 11:58:44 - 2024-06-21 12:38:44
2025-03-11 14:42:34.675 [INFO] 第60段：2024-06-21 15:27:44 - 2024-06-21 18:12:44
2025-03-11 14:42:34.676 [INFO] 第61段：2024-06-21 22:43:44 - 2024-06-21 22:56:44
