,13-3-3_v,13-3-2_v,13-3-5_v,13-3-4_v,13-3-1_v,13-3-0_v,13-3-7_v,13-3-6_v,13-3-9_v,13-3-8_v,13-3-12_v,13-3-11_v,13-3-13_v,13-3-10_v,csvTime
0,0,6971,0,0,6965,6960,1,2,100,2,0,11,,5998,2024-09-25 00:00:46
1,0,6970,0,0,6965,6959,1,2,100,2,0,13,,5999,2024-09-25 00:01:46
2,0,6969,0,0,6964,6959,1,2,100,2,0,12,,5999,2024-09-25 00:02:46
3,0,6968,0,0,6963,6959,1,2,100,2,0,3,,5998,2024-09-25 00:03:48
4,0,6971,0,0,6966,6961,1,2,100,2,0,4,,5999,2024-09-25 00:04:48
5,0,6970,0,0,6965,6960,1,2,100,2,0,4,,6000,2024-09-25 00:05:47
6,0,6970,0,0,6965,6960,1,2,100,2,0,6,,5999,2024-09-25 00:06:47
7,0,6969,0,0,6966,6963,1,2,100,2,0,6,,6000,2024-09-25 00:07:48
8,0,6969,0,0,6965,6962,1,2,100,2,0,8,,6000,2024-09-25 00:08:48
9,0,6967,0,0,6964,6960,1,2,100,2,0,2,,6000,2024-09-25 00:09:48
10,0,6968,0,0,6965,6961,1,2,100,2,0,7,,5998,2024-09-25 00:10:48
11,0,6970,0,0,6966,6962,1,2,100,2,0,10,,6000,2024-09-25 00:11:50
12,0,6969,0,0,6965,6962,1,2,100,2,0,4,,6000,2024-09-25 00:12:49
13,0,6968,0,0,6965,6961,1,2,100,2,0,0,,6000,2024-09-25 00:13:49
14,0,6969,0,0,6966,6962,1,2,100,2,0,5,,5999,2024-09-25 00:14:51
15,0,6969,0,0,6965,6962,1,2,100,2,0,2,,6001,2024-09-25 00:15:51
16,0,6967,0,0,6964,6961,1,2,100,2,0,0,,6003,2024-09-25 00:16:51
17,0,6969,0,0,6966,6963,1,2,100,2,0,0,,6002,2024-09-25 00:17:51
18,0,6970,0,0,6967,6964,1,2,100,2,0,4,,6002,2024-09-25 00:18:50
19,0,6968,0,0,6965,6961,1,2,100,2,0,0,,6001,2024-09-25 00:19:50
20,0,6968,0,0,6964,6960,1,2,100,2,0,11,,6000,2024-09-25 00:20:50
21,0,6969,0,0,6965,6961,1,2,100,2,0,10,,6000,2024-09-25 00:21:50
22,0,6969,0,0,6965,6961,1,2,100,2,0,9,,6000,2024-09-25 00:22:52
23,0,6968,0,0,6963,6959,1,2,100,2,0,10,,6000,2024-09-25 00:23:52
24,0,6968,0,0,6963,6959,1,2,100,2,0,12,,5999,2024-09-25 00:24:51
25,0,6968,0,0,6964,6959,1,2,100,2,0,4,,6000,2024-09-25 00:25:51
26,0,6968,0,0,6963,6958,1,2,100,2,0,3,,6000,2024-09-25 00:26:51
27,0,6973,0,0,6967,6962,1,2,100,2,0,12,,6001,2024-09-25 00:27:53
28,0,6971,0,0,6966,6961,1,2,100,2,0,3,,6001,2024-09-25 00:28:53
29,0,6970,0,0,6965,6960,1,2,100,2,0,3,,6002,2024-09-25 00:29:53
30,0,6970,0,0,6965,6959,1,2,100,2,0,9,,6001,2024-09-25 00:30:55
31,0,6971,0,0,6965,6960,1,2,100,2,0,13,,6001,2024-09-25 00:31:54
32,0,6970,0,0,6965,6959,1,2,100,2,0,5,,6002,2024-09-25 00:32:54
33,0,6971,0,0,6966,6960,1,2,100,2,0,4,,6001,2024-09-25 00:33:54
34,0,6971,0,0,6966,6960,1,2,100,2,0,14,,6002,2024-09-25 00:34:54
35,0,6971,0,0,6966,6960,1,2,100,2,0,8,,6003,2024-09-25 00:35:54
36,0,6970,0,0,6964,6959,1,2,100,2,0,6,,6001,2024-09-25 00:36:54
37,0,6971,0,0,6965,6959,1,2,100,2,0,13,,6001,2024-09-25 00:37:54
38,0,6968,0,0,6962,6957,1,2,100,2,0,11,,6000,2024-09-25 00:38:54
39,0,6967,0,0,6961,6956,1,2,100,2,0,11,,5999,2024-09-25 00:39:54
40,0,6969,0,0,6964,6958,1,2,100,2,0,13,,5999,2024-09-25 00:40:54
41,0,6969,0,0,6963,6958,1,2,100,2,0,5,,5999,2024-09-25 00:41:54
42,0,6968,0,0,6963,6957,1,2,100,2,0,4,,5999,2024-09-25 00:42:54
43,0,6967,0,0,6962,6957,1,2,100,2,0,12,,5997,2024-09-25 00:43:56
44,0,6967,0,0,6962,6957,1,2,100,2,0,9,,5997,2024-09-25 00:44:55
45,0,6967,0,0,6962,6957,1,2,100,2,0,13,,5998,2024-09-25 00:45:57
46,0,6966,0,0,6961,6956,1,2,100,2,0,6,,5998,2024-09-25 00:46:57
47,0,6967,0,0,6962,6957,1,2,100,2,0,4,,5998,2024-09-25 00:47:56
48,0,6969,0,0,6965,6961,1,2,100,2,0,9,,6002,2024-09-25 00:48:56
49,0,6969,0,0,6966,6962,1,2,100,2,0,2,,6001,2024-09-25 00:49:56
50,0,6968,0,0,6964,6961,1,2,100,2,0,0,,6002,2024-09-25 00:50:56
51,0,6968,0,0,6965,6961,1,2,100,2,0,3,,6001,2024-09-25 00:51:56
52,0,6969,0,0,6965,6962,1,2,100,2,0,0,,6001,2024-09-25 00:52:56
53,0,6968,0,0,6964,6961,1,2,100,2,0,9,,6002,2024-09-25 00:53:56
54,0,6968,0,0,6964,6960,1,2,100,2,0,10,,6002,2024-09-25 00:54:57
55,0,6969,0,0,6965,6961,1,2,100,2,0,9,,6002,2024-09-25 00:55:56
56,0,6969,0,0,6965,6961,1,2,100,2,0,2,,6002,2024-09-25 00:56:57
57,0,6968,0,0,6964,6960,1,2,100,2,0,0,,6005,2024-09-25 00:57:56
58,0,6973,0,0,6968,6964,1,2,100,2,0,6,,6005,2024-09-25 00:58:56
59,0,6972,0,0,6968,6963,1,2,100,2,0,8,,6004,2024-09-25 01:00:56
60,0,6971,0,0,6967,6963,1,2,100,2,0,2,,6004,2024-09-25 01:01:58
61,0,6970,0,0,6966,6961,1,2,100,2,0,2,,6004,2024-09-25 01:02:58
62,0,6971,0,0,6966,6961,1,2,100,2,0,12,,6003,2024-09-25 01:03:58
63,0,6972,0,0,6967,6962,1,2,100,2,0,11,,6003,2024-09-25 01:04:57
64,0,6970,0,0,6965,6960,1,2,100,2,0,10,,6004,2024-09-25 01:05:57
65,0,6970,0,0,6966,6962,1,2,100,2,0,7,,6002,2024-09-25 01:06:57
66,0,6970,0,0,6966,6961,1,2,100,2,0,10,,6002,2024-09-25 01:07:57
67,0,6971,0,0,6966,6962,1,2,100,2,0,11,,6002,2024-09-25 01:08:57
68,0,6966,0,0,6962,6958,1,2,100,2,0,0,,5999,2024-09-25 01:09:57
69,0,6967,0,0,6962,6958,1,2,100,2,0,2,,6000,2024-09-25 01:10:57
70,0,6968,0,0,6964,6959,1,2,100,2,0,8,,5999,2024-09-25 01:11:59
71,0,6967,0,0,6963,6958,1,2,100,2,0,5,,5999,2024-09-25 01:12:59
72,0,6967,0,0,6962,6958,1,2,100,2,0,7,,5999,2024-09-25 01:13:58
73,0,6967,0,0,6962,6958,1,2,100,2,0,3,,5998,2024-09-25 01:14:58
74,0,6967,0,0,6963,6959,1,2,100,2,0,9,,5998,2024-09-25 01:15:58
75,0,6968,0,0,6964,6960,1,2,100,2,0,3,,5998,2024-09-25 01:16:58
76,0,6967,0,0,6963,6958,1,2,100,2,0,2,,5999,2024-09-25 01:17:59
77,0,6967,0,0,6963,6958,1,2,100,2,0,2,,5998,2024-09-25 01:18:59
78,0,6966,0,0,6962,6958,1,2,100,2,0,3,,5999,2024-09-25 01:19:59
79,0,6967,0,0,6963,6958,1,2,100,2,0,12,,5998,2024-09-25 01:20:59
80,0,6967,0,0,6962,6958,1,2,100,2,0,9,,5999,2024-09-25 01:21:59
81,0,6966,0,0,6961,6957,1,2,100,2,0,4,,5999,2024-09-25 01:22:59
82,0,6968,0,0,6963,6958,1,2,100,2,0,13,,5999,2024-09-25 01:24:01
83,0,6968,0,0,6963,6959,1,2,100,2,0,2,,5999,2024-09-25 01:25:01
84,0,6969,0,0,6964,6959,1,2,100,2,0,13,,5999,2024-09-25 01:26:00
85,0,6968,0,0,6963,6958,1,2,100,2,0,12,,5999,2024-09-25 01:27:01
86,0,6984,0,0,6979,6973,1,2,100,2,0,11,,5999,2024-09-25 01:28:01
87,0,6971,0,0,6966,6961,1,2,100,2,0,10,,6002,2024-09-25 01:29:01
88,0,6972,0,0,6967,6962,1,2,100,2,0,13,,6002,2024-09-25 01:30:00
89,0,6971,0,0,6966,6961,1,2,100,2,0,13,,6002,2024-09-25 01:31:00
90,0,6972,0,0,6967,6961,1,2,100,2,0,13,,6001,2024-09-25 01:32:00
91,0,6969,0,0,6963,6958,1,2,100,2,0,5,,6002,2024-09-25 01:33:00
92,0,6973,0,0,6969,6965,1,2,100,2,0,3,,6004,2024-09-25 01:34:00
93,0,6970,0,0,6967,6963,1,2,100,2,0,0,,6004,2024-09-25 01:35:02
94,0,6972,0,0,6968,6964,1,2,100,2,0,7,,6005,2024-09-25 01:36:02
95,0,6972,0,0,6968,6964,1,2,100,2,0,5,,6004,2024-09-25 01:37:02
96,0,6970,0,0,6967,6963,1,2,100,2,0,2,,6005,2024-09-25 01:38:02
97,0,6973,0,0,6968,6964,1,2,100,2,0,11,,6004,2024-09-25 01:39:02
98,0,6971,0,0,6967,6963,1,2,100,2,0,10,,6005,2024-09-25 01:40:01
99,0,6969,0,0,6966,6962,1,2,100,2,0,5,,6003,2024-09-25 01:41:01
100,0,6969,0,0,6966,6962,1,2,100,2,0,2,,6002,2024-09-25 01:42:01
101,0,6968,0,0,6965,6961,1,2,100,2,0,0,,6004,2024-09-25 01:43:01
102,0,6968,0,0,6965,6961,1,2,100,2,0,8,,6002,2024-09-25 01:44:03
