,csvTime,P3_33,P3_18,P3_17,P3_16
0,2024-09-25 00:00:57,0,-22,-1,0
1,2024-09-25 00:01:57,0,-22,-1,0
2,2024-09-25 00:02:57,0,-22,-1,0
3,2024-09-25 00:03:57,0,-22,-1,0
4,2024-09-25 00:04:57,0,-22,-1,0
5,2024-09-25 00:05:57,0,-22,-1,0
6,2024-09-25 00:06:57,0,-22,-1,0
7,2024-09-25 00:07:57,0,-22,-1,0
8,2024-09-25 00:08:57,0,-22,-1,0
9,2024-09-25 00:09:57,0,-22,-1,0
10,2024-09-25 00:10:57,0,-22,-1,0
11,2024-09-25 00:11:57,0,-22,-1,0
12,2024-09-25 00:12:57,0,-22,-1,0
13,2024-09-25 00:13:57,0,-22,-1,0
14,2024-09-25 00:14:57,0,-22,-1,0
15,2024-09-25 00:15:57,0,-22,-1,0
16,2024-09-25 00:16:57,0,-22,-1,0
17,2024-09-25 00:17:57,0,-22,-1,0
18,2024-09-25 00:18:57,0,-22,-1,0
19,2024-09-25 00:19:57,0,-22,-1,0
20,2024-09-25 00:20:57,0,-22,-1,0
21,2024-09-25 00:21:57,0,-22,-1,0
22,2024-09-25 00:22:57,0,-22,-1,0
23,2024-09-25 00:23:57,0,-22,-1,0
24,2024-09-25 00:24:57,0,-22,-1,0
25,2024-09-25 00:25:57,0,-22,-1,0
26,2024-09-25 00:26:57,0,-22,-1,0
27,2024-09-25 00:27:57,0,-22,-1,0
28,2024-09-25 00:28:57,0,-22,-1,0
29,2024-09-25 00:29:57,0,-22,-1,0
30,2024-09-25 00:30:57,0,-22,-1,0
31,2024-09-25 00:31:57,0,-22,-1,0
32,2024-09-25 00:32:57,0,-22,-1,0
33,2024-09-25 00:33:57,0,-22,-1,0
34,2024-09-25 00:34:57,0,-22,-1,0
35,2024-09-25 00:35:57,0,-22,-1,0
36,2024-09-25 00:36:57,0,-22,-1,0
37,2024-09-25 00:37:57,0,-22,-1,0
38,2024-09-25 00:38:57,0,-22,-1,0
39,2024-09-25 00:39:57,0,-22,-1,0
40,2024-09-25 00:40:57,0,-22,-1,0
41,2024-09-25 00:41:57,0,-22,-1,0
42,2024-09-25 00:42:57,0,-22,-1,0
43,2024-09-25 00:43:57,0,-22,-1,0
44,2024-09-25 00:44:57,0,-22,-1,0
